R, км||V, км/с||Tet, рад||I, рад||Omega, рад||U, рад||T, с
 8357.363, км||    4.139, км/с||   -0.219, рад||    0.017, рад||    0.523, рад||    0.115, рад||  242.000, с
 8356.463, км||    4.140, км/с||   -0.220, рад||    0.017, рад||    0.523, рад||    0.116, рад||  243.000, с
 8355.559, км||    4.142, км/с||   -0.220, рад||    0.017, рад||    0.523, рад||    0.116, рад||  244.000, с
 8354.652, км||    4.143, км/с||   -0.221, рад||    0.017, рад||    0.523, рад||    0.116, рад||  245.000, с
 8353.741, км||    4.144, км/с||   -0.222, рад||    0.017, рад||    0.523, рад||    0.117, рад||  246.000, с
 8352.826, км||    4.145, км/с||   -0.223, рад||    0.017, рад||    0.523, рад||    0.117, рад||  247.000, с
 8351.907, км||    4.147, км/с||   -0.224, рад||    0.017, рад||    0.523, рад||    0.118, рад||  248.000, с
 8350.985, км||    4.148, км/с||   -0.225, рад||    0.017, рад||    0.523, рад||    0.118, рад||  249.000, с
 8350.059, км||    4.149, км/с||   -0.226, рад||    0.017, рад||    0.523, рад||    0.119, рад||  250.000, с
 8349.129, км||    4.150, км/с||   -0.226, рад||    0.017, рад||    0.523, рад||    0.119, рад||  251.000, с
 8348.195, км||    4.152, км/с||   -0.227, рад||    0.017, рад||    0.523, рад||    0.120, рад||  252.000, с
 8347.258, км||    4.153, км/с||   -0.228, рад||    0.017, рад||    0.523, рад||    0.120, рад||  253.000, с
 8346.317, км||    4.154, км/с||   -0.229, рад||    0.017, рад||    0.523, рад||    0.121, рад||  254.000, с
 8345.372, км||    4.156, км/с||   -0.230, рад||    0.017, рад||    0.523, рад||    0.121, рад||  255.000, с
 8344.423, км||    4.157, км/с||   -0.231, рад||    0.017, рад||    0.523, рад||    0.122, рад||  256.000, с
 8343.470, км||    4.158, км/с||   -0.232, рад||    0.017, рад||    0.523, рад||    0.122, рад||  257.000, с
 8342.514, км||    4.160, км/с||   -0.232, рад||    0.017, рад||    0.523, рад||    0.123, рад||  258.000, с
 8341.554, км||    4.161, км/с||   -0.233, рад||    0.017, рад||    0.523, рад||    0.123, рад||  259.000, с
 8340.590, км||    4.162, км/с||   -0.234, рад||    0.017, рад||    0.523, рад||    0.124, рад||  260.000, с
 8339.623, км||    4.164, км/с||   -0.235, рад||    0.017, рад||    0.523, рад||    0.124, рад||  261.000, с
 8338.651, км||    4.165, км/с||   -0.236, рад||    0.017, рад||    0.523, рад||    0.125, рад||  262.000, с
 8337.676, км||    4.166, км/с||   -0.237, рад||    0.017, рад||    0.523, рад||    0.125, рад||  263.000, с
 8336.697, км||    4.168, км/с||   -0.238, рад||    0.017, рад||    0.523, рад||    0.126, рад||  264.000, с
 8335.715, км||    4.169, км/с||   -0.238, рад||    0.017, рад||    0.523, рад||    0.126, рад||  265.000, с
 8334.728, км||    4.170, км/с||   -0.239, рад||    0.017, рад||    0.523, рад||    0.127, рад||  266.000, с
 8333.738, км||    4.172, км/с||   -0.240, рад||    0.017, рад||    0.523, рад||    0.127, рад||  267.000, с
 8332.744, км||    4.173, км/с||   -0.241, рад||    0.017, рад||    0.523, рад||    0.128, рад||  268.000, с
 8331.746, км||    4.174, км/с||   -0.242, рад||    0.017, рад||    0.523, рад||    0.128, рад||  269.000, с
 8330.745, км||    4.176, км/с||   -0.243, рад||    0.017, рад||    0.523, рад||    0.129, рад||  270.000, с
 8329.739, км||    4.177, км/с||   -0.244, рад||    0.017, рад||    0.523, рад||    0.129, рад||  271.000, с
 8328.730, км||    4.178, км/с||   -0.244, рад||    0.017, рад||    0.523, рад||    0.130, рад||  272.000, с
 8327.717, км||    4.180, км/с||   -0.245, рад||    0.017, рад||    0.523, рад||    0.130, рад||  273.000, с
 8326.701, км||    4.181, км/с||   -0.246, рад||    0.017, рад||    0.523, рад||    0.131, рад||  274.000, с
 8325.680, км||    4.183, км/с||   -0.247, рад||    0.017, рад||    0.523, рад||    0.131, рад||  275.000, с
 8324.656, км||    4.184, км/с||   -0.248, рад||    0.017, рад||    0.523, рад||    0.132, рад||  276.000, с
 8323.628, км||    4.185, км/с||   -0.249, рад||    0.017, рад||    0.523, рад||    0.132, рад||  277.000, с
 8322.596, км||    4.187, км/с||   -0.249, рад||    0.017, рад||    0.523, рад||    0.132, рад||  278.000, с
 8321.561, км||    4.188, км/с||   -0.250, рад||    0.017, рад||    0.523, рад||    0.133, рад||  279.000, с
 8320.522, км||    4.190, км/с||   -0.251, рад||    0.017, рад||    0.523, рад||    0.133, рад||  280.000, с
 8319.478, км||    4.191, км/с||   -0.252, рад||    0.017, рад||    0.523, рад||    0.134, рад||  281.000, с
 8318.432, км||    4.193, км/с||   -0.253, рад||    0.017, рад||    0.523, рад||    0.134, рад||  282.000, с
 8317.381, км||    4.194, км/с||   -0.254, рад||    0.017, рад||    0.523, рад||    0.135, рад||  283.000, с
 8316.326, км||    4.195, км/с||   -0.255, рад||    0.017, рад||    0.523, рад||    0.135, рад||  284.000, с
 8315.268, км||    4.197, км/с||   -0.255, рад||    0.017, рад||    0.523, рад||    0.136, рад||  285.000, с
 8314.206, км||    4.198, км/с||   -0.256, рад||    0.017, рад||    0.523, рад||    0.136, рад||  286.000, с
 8313.140, км||    4.200, км/с||   -0.257, рад||    0.017, рад||    0.523, рад||    0.137, рад||  287.000, с
 8312.071, км||    4.201, км/с||   -0.258, рад||    0.017, рад||    0.523, рад||    0.137, рад||  288.000, с
 8310.997, км||    4.203, км/с||   -0.259, рад||    0.017, рад||    0.523, рад||    0.138, рад||  289.000, с
 8309.920, км||    4.204, км/с||   -0.260, рад||    0.017, рад||    0.523, рад||    0.138, рад||  290.000, с
 8308.839, км||    4.206, км/с||   -0.260, рад||    0.017, рад||    0.523, рад||    0.139, рад||  291.000, с
 8307.754, км||    4.207, км/с||   -0.261, рад||    0.017, рад||    0.523, рад||    0.139, рад||  292.000, с
 8306.666, км||    4.209, км/с||   -0.262, рад||    0.017, рад||    0.523, рад||    0.140, рад||  293.000, с
 8305.574, км||    4.210, км/с||   -0.263, рад||    0.017, рад||    0.523, рад||    0.140, рад||  294.000, с
 8304.477, км||    4.212, км/с||   -0.264, рад||    0.017, рад||    0.523, рад||    0.141, рад||  295.000, с
 8303.378, км||    4.213, км/с||   -0.265, рад||    0.017, рад||    0.523, рад||    0.141, рад||  296.000, с
 8302.274, км||    4.215, км/с||   -0.265, рад||    0.017, рад||    0.523, рад||    0.142, рад||  297.000, с
 8301.166, км||    4.216, км/с||   -0.266, рад||    0.017, рад||    0.523, рад||    0.142, рад||  298.000, с
 8300.055, км||    4.218, км/с||   -0.267, рад||    0.017, рад||    0.523, рад||    0.143, рад||  299.000, с
 8298.940, км||    4.219, км/с||   -0.268, рад||    0.017, рад||    0.523, рад||    0.143, рад||  300.000, с
 8297.821, км||    4.221, км/с||   -0.269, рад||    0.017, рад||    0.523, рад||    0.144, рад||  301.000, с
 8296.698, км||    4.222, км/с||   -0.270, рад||    0.017, рад||    0.523, рад||    0.144, рад||  302.000, с
 8295.572, км||    4.224, км/с||   -0.270, рад||    0.017, рад||    0.523, рад||    0.145, рад||  303.000, с
 8294.442, км||    4.225, км/с||   -0.271, рад||    0.017, рад||    0.523, рад||    0.145, рад||  304.000, с
 8293.307, км||    4.227, км/с||   -0.272, рад||    0.017, рад||    0.523, рад||    0.146, рад||  305.000, с
 8292.170, км||    4.229, км/с||   -0.273, рад||    0.017, рад||    0.523, рад||    0.146, рад||  306.000, с
 8291.028, км||    4.230, км/с||   -0.274, рад||    0.017, рад||    0.523, рад||    0.147, рад||  307.000, с
 8289.882, км||    4.232, км/с||   -0.275, рад||    0.017, рад||    0.523, рад||    0.147, рад||  308.000, с
 8288.733, км||    4.233, км/с||   -0.275, рад||    0.017, рад||    0.523, рад||    0.148, рад||  309.000, с
 8287.580, км||    4.235, км/с||   -0.276, рад||    0.017, рад||    0.523, рад||    0.148, рад||  310.000, с
 8286.423, км||    4.236, км/с||   -0.277, рад||    0.017, рад||    0.523, рад||    0.149, рад||  311.000, с
 8285.262, км||    4.238, км/с||   -0.278, рад||    0.017, рад||    0.523, рад||    0.149, рад||  312.000, с
 8284.098, км||    4.240, км/с||   -0.279, рад||    0.017, рад||    0.523, рад||    0.150, рад||  313.000, с
 8282.929, км||    4.241, км/с||   -0.280, рад||    0.017, рад||    0.523, рад||    0.150, рад||  314.000, с
 8281.757, км||    4.243, км/с||   -0.280, рад||    0.017, рад||    0.523, рад||    0.151, рад||  315.000, с
 8280.581, км||    4.244, км/с||   -0.281, рад||    0.017, рад||    0.523, рад||    0.151, рад||  316.000, с
 8279.402, км||    4.246, км/с||   -0.282, рад||    0.017, рад||    0.523, рад||    0.152, рад||  317.000, с
 8278.218, км||    4.248, км/с||   -0.283, рад||    0.017, рад||    0.523, рад||    0.152, рад||  318.000, с
 8277.031, км||    4.249, км/с||   -0.284, рад||    0.017, рад||    0.523, рад||    0.153, рад||  319.000, с
 8275.839, км||    4.251, км/с||   -0.284, рад||    0.017, рад||    0.523, рад||    0.153, рад||  320.000, с
 8274.644, км||    4.253, км/с||   -0.285, рад||    0.017, рад||    0.523, рад||    0.154, рад||  321.000, с
 8273.446, км||    4.254, км/с||   -0.286, рад||    0.017, рад||    0.523, рад||    0.154, рад||  322.000, с
 8272.243, км||    4.256, км/с||   -0.287, рад||    0.017, рад||    0.523, рад||    0.155, рад||  323.000, с
 8271.037, км||    4.257, км/с||   -0.288, рад||    0.017, рад||    0.523, рад||    0.155, рад||  324.000, с
 8269.826, км||    4.259, км/с||   -0.289, рад||    0.017, рад||    0.523, рад||    0.156, рад||  325.000, с
 8268.612, км||    4.261, км/с||   -0.289, рад||    0.017, рад||    0.523, рад||    0.156, рад||  326.000, с
 8267.394, км||    4.262, км/с||   -0.290, рад||    0.017, рад||    0.523, рад||    0.157, рад||  327.000, с
 8266.173, км||    4.264, км/с||   -0.291, рад||    0.017, рад||    0.523, рад||    0.157, рад||  328.000, с
 8264.947, км||    4.266, км/с||   -0.292, рад||    0.017, рад||    0.523, рад||    0.158, рад||  329.000, с
 8263.718, км||    4.267, км/с||   -0.293, рад||    0.017, рад||    0.523, рад||    0.158, рад||  330.000, с
 8262.485, км||    4.269, км/с||   -0.293, рад||    0.017, рад||    0.523, рад||    0.159, рад||  331.000, с
 8261.248, км||    4.271, км/с||   -0.294, рад||    0.017, рад||    0.523, рад||    0.159, рад||  332.000, с
 8260.007, км||    4.272, км/с||   -0.295, рад||    0.017, рад||    0.523, рад||    0.160, рад||  333.000, с
 8258.762, км||    4.274, км/с||   -0.296, рад||    0.017, рад||    0.523, рад||    0.160, рад||  334.000, с
 8257.514, км||    4.276, км/с||   -0.297, рад||    0.017, рад||    0.523, рад||    0.161, рад||  335.000, с
 8256.262, км||    4.278, км/с||   -0.298, рад||    0.017, рад||    0.523, рад||    0.161, рад||  336.000, с
 8255.005, км||    4.279, км/с||   -0.298, рад||    0.017, рад||    0.523, рад||    0.161, рад||  337.000, с
 8253.746, км||    4.281, км/с||   -0.299, рад||    0.017, рад||    0.523, рад||    0.162, рад||  338.000, с
 8252.482, км||    4.283, км/с||   -0.300, рад||    0.017, рад||    0.523, рад||    0.162, рад||  339.000, с
 8251.214, км||    4.284, км/с||   -0.301, рад||    0.017, рад||    0.523, рад||    0.163, рад||  340.000, с
 8249.943, км||    4.286, км/с||   -0.302, рад||    0.017, рад||    0.523, рад||    0.163, рад||  341.000, с
 8248.668, км||    4.288, км/с||   -0.302, рад||    0.017, рад||    0.523, рад||    0.164, рад||  342.000, с
 8247.388, км||    4.290, км/с||   -0.303, рад||    0.017, рад||    0.523, рад||    0.164, рад||  343.000, с
 8246.106, км||    4.291, км/с||   -0.304, рад||    0.017, рад||    0.523, рад||    0.165, рад||  344.000, с
 8244.819, км||    4.293, км/с||   -0.305, рад||    0.017, рад||    0.523, рад||    0.165, рад||  345.000, с
 8243.528, км||    4.295, км/с||   -0.306, рад||    0.017, рад||    0.523, рад||    0.166, рад||  346.000, с
 8242.234, км||    4.297, км/с||   -0.306, рад||    0.017, рад||    0.523, рад||    0.166, рад||  347.000, с
 8240.936, км||    4.298, км/с||   -0.307, рад||    0.017, рад||    0.523, рад||    0.167, рад||  348.000, с
 8239.634, км||    4.300, км/с||   -0.308, рад||    0.017, рад||    0.523, рад||    0.167, рад||  349.000, с
 8238.328, км||    4.302, км/с||   -0.309, рад||    0.017, рад||    0.523, рад||    0.168, рад||  350.000, с
 8237.018, км||    4.304, км/с||   -0.310, рад||    0.017, рад||    0.523, рад||    0.168, рад||  351.000, с
 8235.704, км||    4.306, км/с||   -0.310, рад||    0.017, рад||    0.523, рад||    0.169, рад||  352.000, с
 8234.387, км||    4.307, км/с||   -0.311, рад||    0.017, рад||    0.523, рад||    0.169, рад||  353.000, с
 8233.066, км||    4.309, км/с||   -0.312, рад||    0.017, рад||    0.523, рад||    0.170, рад||  354.000, с
 8231.741, км||    4.311, км/с||   -0.313, рад||    0.017, рад||    0.523, рад||    0.170, рад||  355.000, с
 8230.412, км||    4.313, км/с||   -0.314, рад||    0.017, рад||    0.523, рад||    0.171, рад||  356.000, с
 8229.079, км||    4.315, км/с||   -0.315, рад||    0.017, рад||    0.523, рад||    0.171, рад||  357.000, с
 8227.742, км||    4.316, км/с||   -0.315, рад||    0.017, рад||    0.523, рад||    0.172, рад||  358.000, с
 8226.402, км||    4.318, км/с||   -0.316, рад||    0.017, рад||    0.523, рад||    0.172, рад||  359.000, с
 8225.057, км||    4.320, км/с||   -0.317, рад||    0.017, рад||    0.523, рад||    0.173, рад||  360.000, с
 8223.709, км||    4.322, км/с||   -0.318, рад||    0.017, рад||    0.523, рад||    0.173, рад||  361.000, с
 8222.357, км||    4.324, км/с||   -0.318, рад||    0.017, рад||    0.523, рад||    0.174, рад||  362.000, с
 8221.001, км||    4.326, км/с||   -0.319, рад||    0.017, рад||    0.523, рад||    0.174, рад||  363.000, с
 8219.642, км||    4.327, км/с||   -0.320, рад||    0.017, рад||    0.523, рад||    0.175, рад||  364.000, с
 8218.278, км||    4.329, км/с||   -0.321, рад||    0.017, рад||    0.523, рад||    0.175, рад||  365.000, с
 8216.911, км||    4.331, км/с||   -0.322, рад||    0.017, рад||    0.523, рад||    0.176, рад||  366.000, с
 8215.539, км||    4.333, км/с||   -0.322, рад||    0.017, рад||    0.523, рад||    0.176, рад||  367.000, с
 8214.164, км||    4.335, км/с||   -0.323, рад||    0.017, рад||    0.523, рад||    0.177, рад||  368.000, с
 8212.785, км||    4.337, км/с||   -0.324, рад||    0.017, рад||    0.523, рад||    0.177, рад||  369.000, с
 8211.403, км||    4.339, км/с||   -0.325, рад||    0.017, рад||    0.523, рад||    0.178, рад||  370.000, с
 8210.016, км||    4.340, км/с||   -0.326, рад||    0.017, рад||    0.523, рад||    0.178, рад||  371.000, с
 8208.625, км||    4.342, км/с||   -0.326, рад||    0.017, рад||    0.523, рад||    0.179, рад||  372.000, с
 8207.231, км||    4.344, км/с||   -0.327, рад||    0.017, рад||    0.523, рад||    0.179, рад||  373.000, с
 8205.833, км||    4.346, км/с||   -0.328, рад||    0.017, рад||    0.523, рад||    0.180, рад||  374.000, с
 8204.431, км||    4.348, км/с||   -0.329, рад||    0.017, рад||    0.523, рад||    0.180, рад||  375.000, с
 8203.025, км||    4.350, км/с||   -0.330, рад||    0.017, рад||    0.523, рад||    0.181, рад||  376.000, с
 8201.615, км||    4.352, км/с||   -0.330, рад||    0.017, рад||    0.523, рад||    0.181, рад||  377.000, с
 8200.201, км||    4.354, км/с||   -0.331, рад||    0.017, рад||    0.523, рад||    0.182, рад||  378.000, с
 8198.784, км||    4.356, км/с||   -0.332, рад||    0.017, рад||    0.523, рад||    0.182, рад||  379.000, с
 8197.362, км||    4.358, км/с||   -0.333, рад||    0.017, рад||    0.523, рад||    0.183, рад||  380.000, с
 8195.937, км||    4.360, км/с||   -0.334, рад||    0.017, рад||    0.523, рад||    0.183, рад||  381.000, с
 8194.508, км||    4.362, км/с||   -0.334, рад||    0.017, рад||    0.523, рад||    0.184, рад||  382.000, с
 8193.075, км||    4.363, км/с||   -0.335, рад||    0.017, рад||    0.523, рад||    0.184, рад||  383.000, с
 8191.638, км||    4.365, км/с||   -0.336, рад||    0.017, рад||    0.523, рад||    0.185, рад||  384.000, с
 8190.197, км||    4.367, км/с||   -0.337, рад||    0.017, рад||    0.523, рад||    0.185, рад||  385.000, с
 8188.753, км||    4.369, км/с||   -0.337, рад||    0.017, рад||    0.523, рад||    0.186, рад||  386.000, с
 8187.304, км||    4.371, км/с||   -0.338, рад||    0.017, рад||    0.523, рад||    0.186, рад||  387.000, с
 8185.852, км||    4.373, км/с||   -0.339, рад||    0.017, рад||    0.523, рад||    0.187, рад||  388.000, с
 8184.395, км||    4.375, км/с||   -0.340, рад||    0.017, рад||    0.523, рад||    0.187, рад||  389.000, с
 8182.935, км||    4.377, км/с||   -0.341, рад||    0.017, рад||    0.523, рад||    0.188, рад||  390.000, с
 8181.471, км||    4.379, км/с||   -0.341, рад||    0.017, рад||    0.523, рад||    0.188, рад||  391.000, с
 8180.004, км||    4.381, км/с||   -0.342, рад||    0.017, рад||    0.523, рад||    0.189, рад||  392.000, с
 8178.532, км||    4.383, км/с||   -0.343, рад||    0.017, рад||    0.523, рад||    0.189, рад||  393.000, с
 8177.056, км||    4.385, км/с||   -0.344, рад||    0.017, рад||    0.523, рад||    0.190, рад||  394.000, с
 8175.577, км||    4.387, км/с||   -0.344, рад||    0.017, рад||    0.523, рад||    0.191, рад||  395.000, с
 8174.093, км||    4.389, км/с||   -0.345, рад||    0.017, рад||    0.523, рад||    0.191, рад||  396.000, с
 8172.606, км||    4.391, км/с||   -0.346, рад||    0.017, рад||    0.523, рад||    0.192, рад||  397.000, с
 8171.115, км||    4.393, км/с||   -0.347, рад||    0.017, рад||    0.523, рад||    0.192, рад||  398.000, с
 8169.620, км||    4.395, км/с||   -0.348, рад||    0.017, рад||    0.523, рад||    0.193, рад||  399.000, с
 8168.121, км||    4.397, км/с||   -0.348, рад||    0.017, рад||    0.523, рад||    0.193, рад||  400.000, с
 8166.618, км||    4.399, км/с||   -0.349, рад||    0.017, рад||    0.523, рад||    0.194, рад||  401.000, с
 8165.112, км||    4.401, км/с||   -0.350, рад||    0.017, рад||    0.523, рад||    0.194, рад||  402.000, с
 8163.601, км||    4.403, км/с||   -0.351, рад||    0.017, рад||    0.523, рад||    0.195, рад||  403.000, с
 8162.087, км||    4.405, км/с||   -0.351, рад||    0.017, рад||    0.523, рад||    0.195, рад||  404.000, с
 8160.568, км||    4.407, км/с||   -0.352, рад||    0.017, рад||    0.523, рад||    0.196, рад||  405.000, с
 8159.046, км||    4.409, км/с||   -0.353, рад||    0.017, рад||    0.523, рад||    0.196, рад||  406.000, с
 8157.520, км||    4.412, км/с||   -0.354, рад||    0.017, рад||    0.523, рад||    0.197, рад||  407.000, с
 8155.990, км||    4.414, км/с||   -0.354, рад||    0.017, рад||    0.523, рад||    0.197, рад||  408.000, с
 8154.456, км||    4.416, км/с||   -0.355, рад||    0.017, рад||    0.523, рад||    0.198, рад||  409.000, с
 8152.919, км||    4.418, км/с||   -0.356, рад||    0.017, рад||    0.523, рад||    0.198, рад||  410.000, с
 8151.377, км||    4.420, км/с||   -0.357, рад||    0.017, рад||    0.523, рад||    0.199, рад||  411.000, с
 8149.831, км||    4.422, км/с||   -0.358, рад||    0.017, рад||    0.523, рад||    0.199, рад||  412.000, с
 8148.282, км||    4.424, км/с||   -0.358, рад||    0.017, рад||    0.523, рад||    0.200, рад||  413.000, с
 8146.728, км||    4.426, км/с||   -0.359, рад||    0.017, рад||    0.523, рад||    0.200, рад||  414.000, с
 8145.171, км||    4.428, км/с||   -0.360, рад||    0.017, рад||    0.523, рад||    0.201, рад||  415.000, с
 8143.610, км||    4.430, км/с||   -0.361, рад||    0.017, рад||    0.523, рад||    0.201, рад||  416.000, с
 8142.045, км||    4.432, км/с||   -0.361, рад||    0.017, рад||    0.523, рад||    0.202, рад||  417.000, с
 8140.476, км||    4.435, км/с||   -0.362, рад||    0.017, рад||    0.523, рад||    0.202, рад||  418.000, с
 8138.903, км||    4.437, км/с||   -0.363, рад||    0.017, рад||    0.523, рад||    0.203, рад||  419.000, с
 8137.327, км||    4.439, км/с||   -0.364, рад||    0.017, рад||    0.523, рад||    0.203, рад||  420.000, с
 8135.746, км||    4.441, км/с||   -0.364, рад||    0.017, рад||    0.523, рад||    0.204, рад||  421.000, с
 8134.161, км||    4.443, км/с||   -0.365, рад||    0.017, рад||    0.523, рад||    0.204, рад||  422.000, с
 8132.573, км||    4.445, км/с||   -0.366, рад||    0.017, рад||    0.523, рад||    0.205, рад||  423.000, с
 8130.980, км||    4.447, км/с||   -0.367, рад||    0.017, рад||    0.523, рад||    0.205, рад||  424.000, с
 8129.384, км||    4.449, км/с||   -0.367, рад||    0.017, рад||    0.523, рад||    0.206, рад||  425.000, с
 8127.784, км||    4.452, км/с||   -0.368, рад||    0.017, рад||    0.523, рад||    0.206, рад||  426.000, с
 8126.180, км||    4.454, км/с||   -0.369, рад||    0.017, рад||    0.523, рад||    0.207, рад||  427.000, с
 8124.572, км||    4.456, км/с||   -0.370, рад||    0.017, рад||    0.523, рад||    0.207, рад||  428.000, с
 8122.960, км||    4.458, км/с||   -0.370, рад||    0.017, рад||    0.523, рад||    0.208, рад||  429.000, с
 8121.344, км||    4.460, км/с||   -0.371, рад||    0.017, рад||    0.523, рад||    0.208, рад||  430.000, с
 8119.724, км||    4.462, км/с||   -0.372, рад||    0.017, рад||    0.523, рад||    0.209, рад||  431.000, с
 8118.101, км||    4.465, км/с||   -0.373, рад||    0.017, рад||    0.523, рад||    0.209, рад||  432.000, с
 8116.473, км||    4.467, км/с||   -0.373, рад||    0.017, рад||    0.523, рад||    0.210, рад||  433.000, с
 8114.842, км||    4.469, км/с||   -0.374, рад||    0.017, рад||    0.523, рад||    0.210, рад||  434.000, с
 8113.206, км||    4.471, км/с||   -0.375, рад||    0.017, рад||    0.523, рад||    0.211, рад||  435.000, с
 8111.567, км||    4.473, км/с||   -0.376, рад||    0.017, рад||    0.523, рад||    0.211, рад||  436.000, с
 8109.924, км||    4.476, км/с||   -0.376, рад||    0.017, рад||    0.523, рад||    0.212, рад||  437.000, с
 8108.276, км||    4.478, км/с||   -0.377, рад||    0.017, рад||    0.523, рад||    0.212, рад||  438.000, с
 8106.625, км||    4.480, км/с||   -0.378, рад||    0.017, рад||    0.523, рад||    0.213, рад||  439.000, с
 8104.970, км||    4.482, км/с||   -0.379, рад||    0.017, рад||    0.523, рад||    0.213, рад||  440.000, с
 8103.311, км||    4.485, км/с||   -0.379, рад||    0.017, рад||    0.523, рад||    0.214, рад||  441.000, с
 8101.648, км||    4.487, км/с||   -0.380, рад||    0.017, рад||    0.523, рад||    0.214, рад||  442.000, с
 8099.982, км||    4.489, км/с||   -0.381, рад||    0.017, рад||    0.523, рад||    0.215, рад||  443.000, с
 8098.311, км||    4.491, км/с||   -0.382, рад||    0.017, рад||    0.523, рад||    0.215, рад||  444.000, с
 8096.636, км||    4.493, км/с||   -0.382, рад||    0.017, рад||    0.523, рад||    0.216, рад||  445.000, с
 8094.958, км||    4.496, км/с||   -0.383, рад||    0.017, рад||    0.523, рад||    0.217, рад||  446.000, с
 8093.275, км||    4.498, км/с||   -0.384, рад||    0.017, рад||    0.523, рад||    0.217, рад||  447.000, с
 8091.589, км||    4.500, км/с||   -0.385, рад||    0.017, рад||    0.523, рад||    0.218, рад||  448.000, с
 8089.898, км||    4.503, км/с||   -0.385, рад||    0.017, рад||    0.523, рад||    0.218, рад||  449.000, с
 8088.204, км||    4.505, км/с||   -0.386, рад||    0.017, рад||    0.523, рад||    0.219, рад||  450.000, с
 8086.506, км||    4.507, км/с||   -0.387, рад||    0.017, рад||    0.523, рад||    0.219, рад||  451.000, с
 8084.803, км||    4.509, км/с||   -0.388, рад||    0.017, рад||    0.523, рад||    0.220, рад||  452.000, с
 8083.097, км||    4.512, км/с||   -0.388, рад||    0.017, рад||    0.523, рад||    0.220, рад||  453.000, с
 8081.387, км||    4.514, км/с||   -0.389, рад||    0.017, рад||    0.523, рад||    0.221, рад||  454.000, с
 8079.673, км||    4.516, км/с||   -0.390, рад||    0.017, рад||    0.523, рад||    0.221, рад||  455.000, с
 8077.955, км||    4.519, км/с||   -0.390, рад||    0.017, рад||    0.523, рад||    0.222, рад||  456.000, с
 8076.233, км||    4.521, км/с||   -0.391, рад||    0.017, рад||    0.523, рад||    0.222, рад||  457.000, с
 8074.507, км||    4.523, км/с||   -0.392, рад||    0.017, рад||    0.523, рад||    0.223, рад||  458.000, с
 8072.778, км||    4.525, км/с||   -0.393, рад||    0.017, рад||    0.523, рад||    0.223, рад||  459.000, с
 8071.044, км||    4.528, км/с||   -0.393, рад||    0.017, рад||    0.523, рад||    0.224, рад||  460.000, с
 8069.306, км||    4.530, км/с||   -0.394, рад||    0.017, рад||    0.523, рад||    0.224, рад||  461.000, с
 8067.565, км||    4.532, км/с||   -0.395, рад||    0.017, рад||    0.523, рад||    0.225, рад||  462.000, с
 8065.819, км||    4.535, км/с||   -0.396, рад||    0.017, рад||    0.523, рад||    0.225, рад||  463.000, с
 8064.069, км||    4.537, км/с||   -0.396, рад||    0.017, рад||    0.523, рад||    0.226, рад||  464.000, с
 8062.316, км||    4.539, км/с||   -0.397, рад||    0.017, рад||    0.523, рад||    0.226, рад||  465.000, с
 8060.558, км||    4.542, км/с||   -0.398, рад||    0.017, рад||    0.523, рад||    0.227, рад||  466.000, с
 8058.797, км||    4.544, км/с||   -0.399, рад||    0.017, рад||    0.523, рад||    0.227, рад||  467.000, с
 8057.032, км||    4.546, км/с||   -0.399, рад||    0.017, рад||    0.523, рад||    0.228, рад||  468.000, с
 8055.262, км||    4.549, км/с||   -0.400, рад||    0.017, рад||    0.523, рад||    0.228, рад||  469.000, с
 8053.489, км||    4.551, км/с||   -0.401, рад||    0.017, рад||    0.523, рад||    0.229, рад||  470.000, с
 8051.712, км||    4.554, км/с||   -0.401, рад||    0.017, рад||    0.523, рад||    0.229, рад||  471.000, с
 8049.931, км||    4.556, км/с||   -0.402, рад||    0.017, рад||    0.523, рад||    0.230, рад||  472.000, с
 8048.146, км||    4.558, км/с||   -0.403, рад||    0.017, рад||    0.523, рад||    0.231, рад||  473.000, с
 8046.357, км||    4.561, км/с||   -0.404, рад||    0.017, рад||    0.523, рад||    0.231, рад||  474.000, с
 8044.563, км||    4.563, км/с||   -0.404, рад||    0.017, рад||    0.523, рад||    0.232, рад||  475.000, с
 8042.766, км||    4.566, км/с||   -0.405, рад||    0.017, рад||    0.523, рад||    0.232, рад||  476.000, с
 8040.965, км||    4.568, км/с||   -0.406, рад||    0.017, рад||    0.523, рад||    0.233, рад||  477.000, с
 8039.161, км||    4.570, км/с||   -0.406, рад||    0.017, рад||    0.523, рад||    0.233, рад||  478.000, с
 8037.352, км||    4.573, км/с||   -0.407, рад||    0.017, рад||    0.523, рад||    0.234, рад||  479.000, с
 8035.539, км||    4.575, км/с||   -0.408, рад||    0.017, рад||    0.523, рад||    0.234, рад||  480.000, с
 8033.722, км||    4.578, км/с||   -0.409, рад||    0.017, рад||    0.523, рад||    0.235, рад||  481.000, с
 8031.901, км||    4.580, км/с||   -0.409, рад||    0.017, рад||    0.523, рад||    0.235, рад||  482.000, с
 8030.076, км||    4.582, км/с||   -0.410, рад||    0.017, рад||    0.523, рад||    0.236, рад||  483.000, с
 8028.247, км||    4.585, км/с||   -0.411, рад||    0.017, рад||    0.523, рад||    0.236, рад||  484.000, с
 8026.415, км||    4.587, км/с||   -0.411, рад||    0.017, рад||    0.523, рад||    0.237, рад||  485.000, с
