R, км||V, км/с||Tet, рад||I, рад||Omega, рад||U, рад||T, с
 8024.578, км||    4.590, км/с||   -0.412, рад||    0.017, рад||    0.523, рад||    0.237, рад||  486.000, с
 8022.737, км||    4.592, км/с||   -0.413, рад||    0.017, рад||    0.523, рад||    0.238, рад||  487.000, с
 8020.893, км||    4.595, км/с||   -0.414, рад||    0.017, рад||    0.523, рад||    0.238, рад||  488.000, с
 8019.044, км||    4.597, км/с||   -0.414, рад||    0.017, рад||    0.523, рад||    0.239, рад||  489.000, с
 8017.191, км||    4.600, км/с||   -0.415, рад||    0.017, рад||    0.523, рад||    0.239, рад||  490.000, с
 8015.335, км||    4.602, км/с||   -0.416, рад||    0.017, рад||    0.523, рад||    0.240, рад||  491.000, с
 8013.474, км||    4.604, км/с||   -0.416, рад||    0.017, рад||    0.523, рад||    0.240, рад||  492.000, с
 8011.610, км||    4.607, км/с||   -0.417, рад||    0.017, рад||    0.523, рад||    0.241, рад||  493.000, с
 8009.741, км||    4.609, км/с||   -0.418, рад||    0.017, рад||    0.523, рад||    0.242, рад||  494.000, с
 8007.869, км||    4.612, км/с||   -0.419, рад||    0.017, рад||    0.523, рад||    0.242, рад||  495.000, с
 8005.992, км||    4.614, км/с||   -0.419, рад||    0.017, рад||    0.523, рад||    0.243, рад||  496.000, с
 8004.112, км||    4.617, км/с||   -0.420, рад||    0.017, рад||    0.523, рад||    0.243, рад||  497.000, с
 8002.227, км||    4.619, км/с||   -0.421, рад||    0.017, рад||    0.523, рад||    0.244, рад||  498.000, с
 8000.339, км||    4.622, км/с||   -0.421, рад||    0.017, рад||    0.523, рад||    0.244, рад||  499.000, с
 7998.446, км||    4.624, км/с||   -0.422, рад||    0.017, рад||    0.523, рад||    0.245, рад||  500.000, с
 7996.550, км||    4.627, км/с||   -0.423, рад||    0.017, рад||    0.523, рад||    0.245, рад||  501.000, с
 7994.649, км||    4.629, км/с||   -0.423, рад||    0.017, рад||    0.523, рад||    0.246, рад||  502.000, с
 7992.745, км||    4.632, км/с||   -0.424, рад||    0.017, рад||    0.523, рад||    0.246, рад||  503.000, с
 7990.836, км||    4.634, км/с||   -0.425, рад||    0.017, рад||    0.523, рад||    0.247, рад||  504.000, с
 7988.924, км||    4.637, км/с||   -0.426, рад||    0.017, рад||    0.523, рад||    0.247, рад||  505.000, с
 7987.008, км||    4.640, км/с||   -0.426, рад||    0.017, рад||    0.523, рад||    0.248, рад||  506.000, с
 7985.087, км||    4.642, км/с||   -0.427, рад||    0.017, рад||    0.523, рад||    0.248, рад||  507.000, с
 7983.163, км||    4.645, км/с||   -0.428, рад||    0.017, рад||    0.523, рад||    0.249, рад||  508.000, с
 7981.234, км||    4.647, км/с||   -0.428, рад||    0.017, рад||    0.523, рад||    0.249, рад||  509.000, с
 7979.302, км||    4.650, км/с||   -0.429, рад||    0.017, рад||    0.523, рад||    0.250, рад||  510.000, с
 7977.366, км||    4.652, км/с||   -0.430, рад||    0.017, рад||    0.523, рад||    0.251, рад||  511.000, с
 7975.425, км||    4.655, км/с||   -0.430, рад||    0.017, рад||    0.523, рад||    0.251, рад||  512.000, с
 7973.481, км||    4.657, км/с||   -0.431, рад||    0.017, рад||    0.523, рад||    0.252, рад||  513.000, с
 7971.532, км||    4.660, км/с||   -0.432, рад||    0.017, рад||    0.523, рад||    0.252, рад||  514.000, с
 7969.580, км||    4.663, км/с||   -0.433, рад||    0.017, рад||    0.523, рад||    0.253, рад||  515.000, с
 7967.623, км||    4.665, км/с||   -0.433, рад||    0.017, рад||    0.523, рад||    0.253, рад||  516.000, с
 7965.663, км||    4.668, км/с||   -0.434, рад||    0.017, рад||    0.523, рад||    0.254, рад||  517.000, с
 7963.698, км||    4.670, км/с||   -0.435, рад||    0.017, рад||    0.523, рад||    0.254, рад||  518.000, с
 7961.730, км||    4.673, км/с||   -0.435, рад||    0.017, рад||    0.523, рад||    0.255, рад||  519.000, с
 7959.758, км||    4.675, км/с||   -0.436, рад||    0.017, рад||    0.523, рад||    0.255, рад||  520.000, с
 7957.781, км||    4.678, км/с||   -0.437, рад||    0.017, рад||    0.523, рад||    0.256, рад||  521.000, с
 7955.801, км||    4.681, км/с||   -0.437, рад||    0.017, рад||    0.523, рад||    0.256, рад||  522.000, с
 7953.816, км||    4.683, км/с||   -0.438, рад||    0.017, рад||    0.523, рад||    0.257, рад||  523.000, с
 7951.828, км||    4.686, км/с||   -0.439, рад||    0.017, рад||    0.523, рад||    0.257, рад||  524.000, с
 7949.835, км||    4.688, км/с||   -0.439, рад||    0.017, рад||    0.523, рад||    0.258, рад||  525.000, с
 7947.839, км||    4.691, км/с||   -0.440, рад||    0.017, рад||    0.523, рад||    0.259, рад||  526.000, с
 7945.838, км||    4.694, км/с||   -0.441, рад||    0.017, рад||    0.523, рад||    0.259, рад||  527.000, с
 7943.833, км||    4.696, км/с||   -0.441, рад||    0.017, рад||    0.523, рад||    0.260, рад||  528.000, с
 7941.825, км||    4.699, км/с||   -0.442, рад||    0.017, рад||    0.523, рад||    0.260, рад||  529.000, с
 7939.812, км||    4.702, км/с||   -0.443, рад||    0.017, рад||    0.523, рад||    0.261, рад||  530.000, с
 7937.795, км||    4.704, км/с||   -0.444, рад||    0.017, рад||    0.523, рад||    0.261, рад||  531.000, с
 7935.775, км||    4.707, км/с||   -0.444, рад||    0.017, рад||    0.523, рад||    0.262, рад||  532.000, с
 7933.750, км||    4.710, км/с||   -0.445, рад||    0.017, рад||    0.523, рад||    0.262, рад||  533.000, с
 7931.721, км||    4.712, км/с||   -0.446, рад||    0.017, рад||    0.523, рад||    0.263, рад||  534.000, с
 7929.689, км||    4.715, км/с||   -0.446, рад||    0.017, рад||    0.523, рад||    0.263, рад||  535.000, с
 7927.652, км||    4.718, км/с||   -0.447, рад||    0.017, рад||    0.523, рад||    0.264, рад||  536.000, с
 7925.611, км||    4.720, км/с||   -0.448, рад||    0.017, рад||    0.523, рад||    0.264, рад||  537.000, с
 7923.566, км||    4.723, км/с||   -0.448, рад||    0.017, рад||    0.523, рад||    0.265, рад||  538.000, с
 7921.518, км||    4.726, км/с||   -0.449, рад||    0.017, рад||    0.523, рад||    0.265, рад||  539.000, с
 7919.465, км||    4.728, км/с||   -0.450, рад||    0.017, рад||    0.523, рад||    0.266, рад||  540.000, с
 7917.408, км||    4.731, км/с||   -0.450, рад||    0.017, рад||    0.523, рад||    0.267, рад||  541.000, с
 7915.347, км||    4.734, км/с||   -0.451, рад||    0.017, рад||    0.523, рад||    0.267, рад||  542.000, с
 7913.282, км||    4.736, км/с||   -0.452, рад||    0.017, рад||    0.523, рад||    0.268, рад||  543.000, с
 7911.213, км||    4.739, км/с||   -0.452, рад||    0.017, рад||    0.523, рад||    0.268, рад||  544.000, с
 7909.140, км||    4.742, км/с||   -0.453, рад||    0.017, рад||    0.523, рад||    0.269, рад||  545.000, с
 7907.063, км||    4.744, км/с||   -0.454, рад||    0.017, рад||    0.523, рад||    0.269, рад||  546.000, с
 7904.982, км||    4.747, км/с||   -0.454, рад||    0.017, рад||    0.523, рад||    0.270, рад||  547.000, с
 7902.897, км||    4.750, км/с||   -0.455, рад||    0.017, рад||    0.523, рад||    0.270, рад||  548.000, с
 7900.807, км||    4.752, км/с||   -0.456, рад||    0.017, рад||    0.523, рад||    0.271, рад||  549.000, с
 7898.714, км||    4.755, км/с||   -0.456, рад||    0.017, рад||    0.523, рад||    0.271, рад||  550.000, с
 7896.617, км||    4.758, км/с||   -0.457, рад||    0.017, рад||    0.523, рад||    0.272, рад||  551.000, с
 7894.516, км||    4.761, км/с||   -0.458, рад||    0.017, рад||    0.523, рад||    0.273, рад||  552.000, с
 7892.410, км||    4.763, км/с||   -0.458, рад||    0.017, рад||    0.523, рад||    0.273, рад||  553.000, с
 7890.301, км||    4.766, км/с||   -0.459, рад||    0.017, рад||    0.523, рад||    0.274, рад||  554.000, с
 7888.188, км||    4.769, км/с||   -0.460, рад||    0.017, рад||    0.523, рад||    0.274, рад||  555.000, с
 7886.070, км||    4.771, км/с||   -0.460, рад||    0.017, рад||    0.523, рад||    0.275, рад||  556.000, с
 7883.949, км||    4.774, км/с||   -0.461, рад||    0.017, рад||    0.523, рад||    0.275, рад||  557.000, с
 7881.823, км||    4.777, км/с||   -0.462, рад||    0.017, рад||    0.523, рад||    0.276, рад||  558.000, с
 7879.694, км||    4.780, км/с||   -0.462, рад||    0.017, рад||    0.523, рад||    0.276, рад||  559.000, с
 7877.560, км||    4.782, км/с||   -0.463, рад||    0.017, рад||    0.523, рад||    0.277, рад||  560.000, с
 7875.422, км||    4.785, км/с||   -0.464, рад||    0.017, рад||    0.523, рад||    0.277, рад||  561.000, с
 7873.281, км||    4.788, км/с||   -0.464, рад||    0.017, рад||    0.523, рад||    0.278, рад||  562.000, с
 7871.135, км||    4.791, км/с||   -0.465, рад||    0.017, рад||    0.523, рад||    0.278, рад||  563.000, с
 7868.985, км||    4.793, км/с||   -0.466, рад||    0.017, рад||    0.523, рад||    0.279, рад||  564.000, с
 7866.831, км||    4.796, км/с||   -0.466, рад||    0.017, рад||    0.523, рад||    0.280, рад||  565.000, с
 7864.673, км||    4.799, км/с||   -0.467, рад||    0.017, рад||    0.523, рад||    0.280, рад||  566.000, с
 7862.512, км||    4.802, км/с||   -0.467, рад||    0.017, рад||    0.523, рад||    0.281, рад||  567.000, с
 7860.346, км||    4.805, км/с||   -0.468, рад||    0.017, рад||    0.523, рад||    0.281, рад||  568.000, с
 7858.176, км||    4.807, км/с||   -0.469, рад||    0.017, рад||    0.523, рад||    0.282, рад||  569.000, с
 7856.001, км||    4.810, км/с||   -0.469, рад||    0.017, рад||    0.523, рад||    0.282, рад||  570.000, с
 7853.823, км||    4.813, км/с||   -0.470, рад||    0.017, рад||    0.523, рад||    0.283, рад||  571.000, с
 7851.641, км||    4.816, км/с||   -0.471, рад||    0.017, рад||    0.523, рад||    0.283, рад||  572.000, с
 7849.455, км||    4.818, км/с||   -0.471, рад||    0.017, рад||    0.523, рад||    0.284, рад||  573.000, с
 7847.265, км||    4.821, км/с||   -0.472, рад||    0.017, рад||    0.523, рад||    0.285, рад||  574.000, с
 7845.070, км||    4.824, км/с||   -0.473, рад||    0.017, рад||    0.523, рад||    0.285, рад||  575.000, с
 7842.872, км||    4.827, км/с||   -0.473, рад||    0.017, рад||    0.523, рад||    0.286, рад||  576.000, с
 7840.670, км||    4.830, км/с||   -0.474, рад||    0.017, рад||    0.523, рад||    0.286, рад||  577.000, с
 7838.463, км||    4.832, км/с||   -0.475, рад||    0.017, рад||    0.523, рад||    0.287, рад||  578.000, с
 7836.253, км||    4.835, км/с||   -0.475, рад||    0.017, рад||    0.523, рад||    0.287, рад||  579.000, с
 7834.038, км||    4.838, км/с||   -0.476, рад||    0.017, рад||    0.523, рад||    0.288, рад||  580.000, с
 7831.819, км||    4.841, км/с||   -0.477, рад||    0.017, рад||    0.523, рад||    0.288, рад||  581.000, с
 7829.597, км||    4.844, км/с||   -0.477, рад||    0.017, рад||    0.523, рад||    0.289, рад||  582.000, с
 7827.370, км||    4.846, км/с||   -0.478, рад||    0.017, рад||    0.523, рад||    0.289, рад||  583.000, с
 7825.139, км||    4.849, км/с||   -0.478, рад||    0.017, рад||    0.523, рад||    0.290, рад||  584.000, с
 7822.904, км||    4.852, км/с||   -0.479, рад||    0.017, рад||    0.523, рад||    0.291, рад||  585.000, с
 7820.666, км||    4.855, км/с||   -0.480, рад||    0.017, рад||    0.523, рад||    0.291, рад||  586.000, с
 7818.423, км||    4.858, км/с||   -0.480, рад||    0.017, рад||    0.523, рад||    0.292, рад||  587.000, с
 7816.176, км||    4.861, км/с||   -0.481, рад||    0.017, рад||    0.523, рад||    0.292, рад||  588.000, с
 7813.925, км||    4.863, км/с||   -0.482, рад||    0.017, рад||    0.523, рад||    0.293, рад||  589.000, с
 7811.670, км||    4.866, км/с||   -0.482, рад||    0.017, рад||    0.523, рад||    0.293, рад||  590.000, с
 7809.410, км||    4.869, км/с||   -0.483, рад||    0.017, рад||    0.523, рад||    0.294, рад||  591.000, с
 7807.147, км||    4.872, км/с||   -0.484, рад||    0.017, рад||    0.523, рад||    0.294, рад||  592.000, с
 7804.880, км||    4.875, км/с||   -0.484, рад||    0.017, рад||    0.523, рад||    0.295, рад||  593.000, с
 7802.609, км||    4.877, км/с||   -0.485, рад||    0.017, рад||    0.523, рад||    0.296, рад||  594.000, с
 7800.333, км||    4.880, км/с||   -0.485, рад||    0.017, рад||    0.523, рад||    0.296, рад||  595.000, с
 7798.054, км||    4.883, км/с||   -0.486, рад||    0.017, рад||    0.523, рад||    0.297, рад||  596.000, с
 7795.771, км||    4.886, км/с||   -0.487, рад||    0.017, рад||    0.523, рад||    0.297, рад||  597.000, с
 7793.483, км||    4.889, км/с||   -0.487, рад||    0.017, рад||    0.523, рад||    0.298, рад||  598.000, с
 7791.192, км||    4.892, км/с||   -0.488, рад||    0.017, рад||    0.523, рад||    0.298, рад||  599.000, с
 7788.896, км||    4.894, км/с||   -0.489, рад||    0.017, рад||    0.523, рад||    0.299, рад||  600.000, с
 7786.596, км||    4.897, км/с||   -0.489, рад||    0.017, рад||    0.523, рад||    0.299, рад||  601.000, с
 7784.293, км||    4.900, км/с||   -0.490, рад||    0.017, рад||    0.523, рад||    0.300, рад||  602.000, с
 7781.985, км||    4.903, км/с||   -0.491, рад||    0.017, рад||    0.523, рад||    0.301, рад||  603.000, с
 7779.673, км||    4.906, км/с||   -0.491, рад||    0.017, рад||    0.523, рад||    0.301, рад||  604.000, с
 7777.357, км||    4.909, км/с||   -0.492, рад||    0.017, рад||    0.523, рад||    0.302, рад||  605.000, с
 7775.038, км||    4.911, км/с||   -0.492, рад||    0.017, рад||    0.523, рад||    0.302, рад||  606.000, с
 7772.714, км||    4.914, км/с||   -0.493, рад||    0.017, рад||    0.523, рад||    0.303, рад||  607.000, с
 7770.386, км||    4.917, км/с||   -0.494, рад||    0.017, рад||    0.523, рад||    0.303, рад||  608.000, с
 7768.054, км||    4.920, км/с||   -0.494, рад||    0.017, рад||    0.523, рад||    0.304, рад||  609.000, с
 7765.718, км||    4.923, км/с||   -0.495, рад||    0.017, рад||    0.523, рад||    0.304, рад||  610.000, с
 7763.378, км||    4.926, км/с||   -0.496, рад||    0.017, рад||    0.523, рад||    0.305, рад||  611.000, с
 7761.034, км||    4.928, км/с||   -0.496, рад||    0.017, рад||    0.523, рад||    0.306, рад||  612.000, с
 7758.686, км||    4.931, км/с||   -0.497, рад||    0.017, рад||    0.523, рад||    0.306, рад||  613.000, с
 7756.334, км||    4.934, км/с||   -0.497, рад||    0.017, рад||    0.523, рад||    0.307, рад||  614.000, с
 7753.977, км||    4.937, км/с||   -0.498, рад||    0.017, рад||    0.523, рад||    0.307, рад||  615.000, с
 7751.617, км||    4.940, км/с||   -0.499, рад||    0.017, рад||    0.523, рад||    0.308, рад||  616.000, с
 7749.253, км||    4.943, км/с||   -0.499, рад||    0.017, рад||    0.523, рад||    0.308, рад||  617.000, с
 7746.885, км||    4.945, км/с||   -0.500, рад||    0.017, рад||    0.523, рад||    0.309, рад||  618.000, с
 7744.512, км||    4.948, км/с||   -0.500, рад||    0.017, рад||    0.523, рад||    0.310, рад||  619.000, с
 7742.136, км||    4.951, км/с||   -0.501, рад||    0.017, рад||    0.523, рад||    0.310, рад||  620.000, с
 7739.756, км||    4.954, км/с||   -0.502, рад||    0.017, рад||    0.523, рад||    0.311, рад||  621.000, с
 7737.371, км||    4.957, км/с||   -0.502, рад||    0.017, рад||    0.523, рад||    0.311, рад||  622.000, с
 7734.983, км||    4.960, км/с||   -0.503, рад||    0.017, рад||    0.523, рад||    0.312, рад||  623.000, с
 7732.591, км||    4.962, км/с||   -0.504, рад||    0.017, рад||    0.523, рад||    0.312, рад||  624.000, с
 7730.194, км||    4.965, км/с||   -0.504, рад||    0.017, рад||    0.523, рад||    0.313, рад||  625.000, с
 7727.794, км||    4.968, км/с||   -0.505, рад||    0.017, рад||    0.523, рад||    0.313, рад||  626.000, с
 7725.390, км||    4.971, км/с||   -0.505, рад||    0.017, рад||    0.523, рад||    0.314, рад||  627.000, с
 7722.981, км||    4.974, км/с||   -0.506, рад||    0.017, рад||    0.523, рад||    0.315, рад||  628.000, с
 7720.569, км||    4.976, км/с||   -0.507, рад||    0.017, рад||    0.523, рад||    0.315, рад||  629.000, с
 7718.152, км||    4.979, км/с||   -0.507, рад||    0.017, рад||    0.523, рад||    0.316, рад||  630.000, с
 7715.732, км||    4.982, км/с||   -0.508, рад||    0.017, рад||    0.523, рад||    0.316, рад||  631.000, с
 7713.308, км||    4.985, км/с||   -0.508, рад||    0.017, рад||    0.523, рад||    0.317, рад||  632.000, с
 7710.879, км||    4.987, км/с||   -0.509, рад||    0.017, рад||    0.523, рад||    0.317, рад||  633.000, с
 7708.447, км||    4.990, км/с||   -0.510, рад||    0.017, рад||    0.523, рад||    0.318, рад||  634.000, с
 7706.010, км||    4.993, км/с||   -0.510, рад||    0.017, рад||    0.523, рад||    0.319, рад||  635.000, с
 7703.570, км||    4.996, км/с||   -0.511, рад||    0.017, рад||    0.523, рад||    0.319, рад||  636.000, с
 7701.126, км||    4.999, км/с||   -0.511, рад||    0.017, рад||    0.523, рад||    0.320, рад||  637.000, с
 7698.678, км||    5.001, км/с||   -0.512, рад||    0.017, рад||    0.523, рад||    0.320, рад||  638.000, с
 7696.225, км||    5.004, км/с||   -0.513, рад||    0.017, рад||    0.523, рад||    0.321, рад||  639.000, с
 7693.769, км||    5.007, км/с||   -0.513, рад||    0.017, рад||    0.523, рад||    0.321, рад||  640.000, с
 7691.309, км||    5.010, км/с||   -0.514, рад||    0.017, рад||    0.523, рад||    0.322, рад||  641.000, с
 7688.845, км||    5.012, км/с||   -0.514, рад||    0.017, рад||    0.523, рад||    0.323, рад||  642.000, с
 7686.377, км||    5.015, км/с||   -0.515, рад||    0.017, рад||    0.523, рад||    0.323, рад||  643.000, с
 7683.905, км||    5.018, км/с||   -0.516, рад||    0.017, рад||    0.523, рад||    0.324, рад||  644.000, с
 7681.429, км||    5.020, км/с||   -0.516, рад||    0.017, рад||    0.523, рад||    0.324, рад||  645.000, с
 7678.949, км||    5.023, км/с||   -0.517, рад||    0.017, рад||    0.523, рад||    0.325, рад||  646.000, с
 7676.465, км||    5.026, км/с||   -0.517, рад||    0.017, рад||    0.523, рад||    0.325, рад||  647.000, с
 7673.977, км||    5.029, км/с||   -0.518, рад||    0.017, рад||    0.523, рад||    0.326, рад||  648.000, с
 7671.486, км||    5.031, км/с||   -0.519, рад||    0.017, рад||    0.523, рад||    0.327, рад||  649.000, с
 7668.990, км||    5.034, км/с||   -0.519, рад||    0.017, рад||    0.523, рад||    0.327, рад||  650.000, с
 7666.491, км||    5.037, км/с||   -0.520, рад||    0.017, рад||    0.523, рад||    0.328, рад||  651.000, с
 7663.987, км||    5.039, км/с||   -0.520, рад||    0.017, рад||    0.523, рад||    0.328, рад||  652.000, с
 7661.480, км||    5.042, км/с||   -0.521, рад||    0.017, рад||    0.523, рад||    0.329, рад||  653.000, с
 7658.969, км||    5.044, км/с||   -0.522, рад||    0.017, рад||    0.523, рад||    0.330, рад||  654.000, с
 7656.454, км||    5.047, км/с||   -0.522, рад||    0.017, рад||    0.523, рад||    0.330, рад||  655.000, с
 7653.935, км||    5.050, км/с||   -0.523, рад||    0.017, рад||    0.523, рад||    0.331, рад||  656.000, с
 7651.412, км||    5.052, км/с||   -0.523, рад||    0.017, рад||    0.523, рад||    0.331, рад||  657.000, с
 7648.885, км||    5.055, км/с||   -0.524, рад||    0.017, рад||    0.523, рад||    0.332, рад||  658.000, с
 7646.355, км||    5.057, км/с||   -0.524, рад||    0.017, рад||    0.523, рад||    0.332, рад||  659.000, с
 7643.820, км||    5.060, км/с||   -0.525, рад||    0.017, рад||    0.523, рад||    0.333, рад||  660.000, с
 7641.282, км||    5.063, км/с||   -0.526, рад||    0.017, рад||    0.523, рад||    0.334, рад||  661.000, с
 7638.740, км||    5.065, км/с||   -0.526, рад||    0.017, рад||    0.523, рад||    0.334, рад||  662.000, с
 7636.194, км||    5.068, км/с||   -0.527, рад||    0.017, рад||    0.523, рад||    0.335, рад||  663.000, с
 7633.644, км||    5.070, км/с||   -0.527, рад||    0.017, рад||    0.523, рад||    0.335, рад||  664.000, с
 7631.091, км||    5.073, км/с||   -0.528, рад||    0.017, рад||    0.523, рад||    0.336, рад||  665.000, с
 7628.534, км||    5.075, км/с||   -0.529, рад||    0.017, рад||    0.523, рад||    0.336, рад||  666.000, с
 7625.973, км||    5.078, км/с||   -0.529, рад||    0.017, рад||    0.523, рад||    0.337, рад||  667.000, с
 7623.408, км||    5.080, км/с||   -0.530, рад||    0.017, рад||    0.523, рад||    0.338, рад||  668.000, с
 7620.839, км||    5.082, км/с||   -0.530, рад||    0.017, рад||    0.523, рад||    0.338, рад||  669.000, с
 7618.267, км||    5.085, км/с||   -0.531, рад||    0.017, рад||    0.523, рад||    0.339, рад||  670.000, с
 7615.691, км||    5.087, км/с||   -0.531, рад||    0.017, рад||    0.523, рад||    0.339, рад||  671.000, с
 7613.111, км||    5.090, км/с||   -0.532, рад||    0.017, рад||    0.523, рад||    0.340, рад||  672.000, с
 7610.527, км||    5.092, км/с||   -0.533, рад||    0.017, рад||    0.523, рад||    0.341, рад||  673.000, с
 7607.940, км||    5.094, км/с||   -0.533, рад||    0.017, рад||    0.523, рад||    0.341, рад||  674.000, с
 7605.349, км||    5.096, км/с||   -0.534, рад||    0.017, рад||    0.523, рад||    0.342, рад||  675.000, с
 7602.754, км||    5.099, км/с||   -0.534, рад||    0.017, рад||    0.523, рад||    0.342, рад||  676.000, с
 7600.156, км||    5.101, км/с||   -0.535, рад||    0.017, рад||    0.523, рад||    0.343, рад||  677.000, с
 7597.554, км||    5.103, км/с||   -0.535, рад||    0.017, рад||    0.523, рад||    0.344, рад||  678.000, с
 7594.948, км||    5.105, км/с||   -0.536, рад||    0.017, рад||    0.523, рад||    0.344, рад||  679.000, с
 7592.339, км||    5.108, км/с||   -0.537, рад||    0.017, рад||    0.523, рад||    0.345, рад||  680.000, с
 7589.726, км||    5.110, км/с||   -0.537, рад||    0.017, рад||    0.523, рад||    0.345, рад||  681.000, с
 7587.110, км||    5.112, км/с||   -0.538, рад||    0.017, рад||    0.523, рад||    0.346, рад||  682.000, с
 7584.490, км||    5.114, км/с||   -0.538, рад||    0.017, рад||    0.523, рад||    0.346, рад||  683.000, с
 7581.866, км||    5.116, км/с||   -0.539, рад||    0.017, рад||    0.523, рад||    0.347, рад||  684.000, с
 7579.239, км||    5.118, км/с||   -0.539, рад||    0.017, рад||    0.523, рад||    0.348, рад||  685.000, с
 7576.608, км||    5.120, км/с||   -0.540, рад||    0.017, рад||    0.523, рад||    0.348, рад||  686.000, с
 7573.974, км||    5.122, км/с||   -0.541, рад||    0.017, рад||    0.523, рад||    0.349, рад||  687.000, с
 7571.336, км||    5.124, км/с||   -0.541, рад||    0.017, рад||    0.523, рад||    0.349, рад||  688.000, с
 7568.695, км||    5.126, км/с||   -0.542, рад||    0.017, рад||    0.523, рад||    0.350, рад||  689.000, с
 7566.050, км||    5.128, км/с||   -0.542, рад||    0.017, рад||    0.523, рад||    0.351, рад||  690.000, с
 7563.402, км||    5.130, км/с||   -0.543, рад||    0.017, рад||    0.523, рад||    0.351, рад||  691.000, с
 7560.751, км||    5.132, км/с||   -0.543, рад||    0.017, рад||    0.523, рад||    0.352, рад||  692.000, с
 7558.096, км||    5.133, км/с||   -0.544, рад||    0.017, рад||    0.523, рад||    0.352, рад||  693.000, с
 7555.437, км||    5.135, км/с||   -0.545, рад||    0.017, рад||    0.523, рад||    0.353, рад||  694.000, с
 7552.776, км||    5.137, км/с||   -0.545, рад||    0.017, рад||    0.523, рад||    0.354, рад||  695.000, с
 7550.111, км||    5.139, км/с||   -0.546, рад||    0.017, рад||    0.523, рад||    0.354, рад||  696.000, с
 7547.442, км||    5.140, км/с||   -0.546, рад||    0.017, рад||    0.523, рад||    0.355, рад||  697.000, с
 7544.771, км||    5.142, км/с||   -0.547, рад||    0.017, рад||    0.523, рад||    0.355, рад||  698.000, с
 7542.096, км||    5.143, км/с||   -0.547, рад||    0.017, рад||    0.523, рад||    0.356, рад||  699.000, с
 7539.418, км||    5.145, км/с||   -0.548, рад||    0.017, рад||    0.523, рад||    0.357, рад||  700.000, с
 7536.736, км||    5.146, км/с||   -0.548, рад||    0.017, рад||    0.523, рад||    0.357, рад||  701.000, с
 7534.052, км||    5.148, км/с||   -0.549, рад||    0.017, рад||    0.523, рад||    0.358, рад||  702.000, с
 7531.364, км||    5.149, км/с||   -0.550, рад||    0.017, рад||    0.522, рад||    0.358, рад||  703.000, с
 7528.673, км||    5.150, км/с||   -0.550, рад||    0.017, рад||    0.522, рад||    0.359, рад||  704.000, с
 7525.979, км||    5.152, км/с||   -0.551, рад||    0.017, рад||    0.522, рад||    0.360, рад||  705.000, с
 7523.282, км||    5.153, км/с||   -0.551, рад||    0.017, рад||    0.522, рад||    0.360, рад||  706.000, с
 7520.582, км||    5.154, км/с||   -0.552, рад||    0.017, рад||    0.522, рад||    0.361, рад||  707.000, с
 7517.879, км||    5.155, км/с||   -0.552, рад||    0.017, рад||    0.522, рад||    0.361, рад||  708.000, с
 7515.173, км||    5.156, км/с||   -0.553, рад||    0.017, рад||    0.522, рад||    0.362, рад||  709.000, с
 7512.464, км||    5.157, км/с||   -0.553, рад||    0.017, рад||    0.522, рад||    0.363, рад||  710.000, с
 7509.752, км||    5.158, км/с||   -0.554, рад||    0.017, рад||    0.522, рад||    0.363, рад||  711.000, с
 7507.037, км||    5.159, км/с||   -0.554, рад||    0.017, рад||    0.522, рад||    0.364, рад||  712.000, с
 7504.319, км||    5.160, км/с||   -0.555, рад||    0.017, рад||    0.522, рад||    0.364, рад||  713.000, с
 7501.599, км||    5.161, км/с||   -0.556, рад||    0.017, рад||    0.522, рад||    0.365, рад||  714.000, с
 7498.876, км||    5.161, км/с||   -0.556, рад||    0.017, рад||    0.522, рад||    0.366, рад||  715.000, с
 7496.150, км||    5.162, км/с||   -0.557, рад||    0.017, рад||    0.522, рад||    0.366, рад||  716.000, с
 7493.421, км||    5.162, км/с||   -0.557, рад||    0.017, рад||    0.522, рад||    0.367, рад||  717.000, с
 7490.690, км||    5.163, км/с||   -0.558, рад||    0.017, рад||    0.522, рад||    0.368, рад||  718.000, с
 7487.956, км||    5.163, км/с||   -0.558, рад||    0.017, рад||    0.522, рад||    0.368, рад||  719.000, с
 7485.219, км||    5.164, км/с||   -0.559, рад||    0.017, рад||    0.522, рад||    0.369, рад||  720.000, с
 7482.480, км||    5.164, км/с||   -0.559, рад||    0.017, рад||    0.522, рад||    0.369, рад||  721.000, с
 7479.739, км||    5.164, км/с||   -0.560, рад||    0.017, рад||    0.522, рад||    0.370, рад||  722.000, с
 7476.995, км||    5.164, км/с||   -0.560, рад||    0.017, рад||    0.522, рад||    0.371, рад||  723.000, с
 7474.249, км||    5.164, км/с||   -0.561, рад||    0.017, рад||    0.522, рад||    0.371, рад||  724.000, с
 7471.500, км||    5.164, км/с||   -0.562, рад||    0.017, рад||    0.522, рад||    0.372, рад||  725.000, с
 7468.749, км||    5.164, км/с||   -0.562, рад||    0.017, рад||    0.522, рад||    0.373, рад||  726.000, с
 7465.996, км||    5.163, км/с||   -0.563, рад||    0.017, рад||    0.522, рад||    0.373, рад||  727.000, с
 7463.241, км||    5.163, км/с||   -0.563, рад||    0.017, рад||    0.522, рад||    0.374, рад||  728.000, с
 7460.484, км||    5.162, км/с||   -0.564, рад||    0.017, рад||    0.522, рад||    0.374, рад||  729.000, с
