R, км||V, км/с||Tet, рад||I, рад||Omega, рад||U, рад||T, с
 9114.297, км||    7.517, км/с||    0.097, рад||    1.396, рад||    0.523, рад||    1.052, рад||  494.000, с
 9115.030, км||    7.516, км/с||    0.098, рад||    1.396, рад||    0.523, рад||    1.053, рад||  495.000, с
 9115.763, км||    7.516, км/с||    0.098, рад||    1.396, рад||    0.523, рад||    1.054, рад||  496.000, с
 9116.498, км||    7.515, км/с||    0.098, рад||    1.396, рад||    0.523, рад||    1.055, рад||  497.000, с
 9117.235, км||    7.515, км/с||    0.098, рад||    1.396, рад||    0.523, рад||    1.055, рад||  498.000, с
 9117.972, км||    7.514, км/с||    0.098, рад||    1.396, рад||    0.523, рад||    1.056, рад||  499.000, с
 9118.711, км||    7.514, км/с||    0.099, рад||    1.396, рад||    0.523, рад||    1.057, рад||  500.000, с
 9119.452, км||    7.513, км/с||    0.099, рад||    1.396, рад||    0.523, рад||    1.058, рад||  501.000, с
 9120.193, км||    7.513, км/с||    0.099, рад||    1.396, рад||    0.523, рад||    1.059, рад||  502.000, с
 9120.936, км||    7.512, км/с||    0.099, рад||    1.396, рад||    0.523, рад||    1.060, рад||  503.000, с
 9121.681, км||    7.512, км/с||    0.099, рад||    1.396, рад||    0.523, рад||    1.060, рад||  504.000, с
 9122.426, км||    7.511, км/с||    0.100, рад||    1.396, рад||    0.523, рад||    1.061, рад||  505.000, с
 9123.173, км||    7.511, км/с||    0.100, рад||    1.396, рад||    0.523, рад||    1.062, рад||  506.000, с
 9123.922, км||    7.510, км/с||    0.100, рад||    1.396, рад||    0.523, рад||    1.063, рад||  507.000, с
 9124.671, км||    7.510, км/с||    0.100, рад||    1.396, рад||    0.523, рад||    1.064, рад||  508.000, с
 9125.422, км||    7.509, км/с||    0.100, рад||    1.396, рад||    0.523, рад||    1.064, рад||  509.000, с
 9126.175, км||    7.509, км/с||    0.100, рад||    1.396, рад||    0.523, рад||    1.065, рад||  510.000, с
 9126.929, км||    7.508, км/с||    0.101, рад||    1.396, рад||    0.523, рад||    1.066, рад||  511.000, с
 9127.684, км||    7.508, км/с||    0.101, рад||    1.396, рад||    0.523, рад||    1.067, рад||  512.000, с
 9128.440, км||    7.508, км/с||    0.101, рад||    1.396, рад||    0.523, рад||    1.068, рад||  513.000, с
 9129.198, км||    7.507, км/с||    0.101, рад||    1.396, рад||    0.523, рад||    1.069, рад||  514.000, с
 9129.957, км||    7.507, км/с||    0.101, рад||    1.396, рад||    0.523, рад||    1.069, рад||  515.000, с
 9130.717, км||    7.506, км/с||    0.102, рад||    1.396, рад||    0.523, рад||    1.070, рад||  516.000, с
 9131.479, км||    7.506, км/с||    0.102, рад||    1.396, рад||    0.523, рад||    1.071, рад||  517.000, с
 9132.242, км||    7.505, км/с||    0.102, рад||    1.396, рад||    0.523, рад||    1.072, рад||  518.000, с
 9133.006, км||    7.505, км/с||    0.102, рад||    1.396, рад||    0.523, рад||    1.073, рад||  519.000, с
 9133.772, км||    7.504, км/с||    0.102, рад||    1.396, рад||    0.523, рад||    1.073, рад||  520.000, с
 9134.539, км||    7.504, км/с||    0.102, рад||    1.396, рад||    0.523, рад||    1.074, рад||  521.000, с
 9135.307, км||    7.503, км/с||    0.103, рад||    1.396, рад||    0.523, рад||    1.075, рад||  522.000, с
 9136.077, км||    7.503, км/с||    0.103, рад||    1.396, рад||    0.523, рад||    1.076, рад||  523.000, с
 9136.848, км||    7.502, км/с||    0.103, рад||    1.396, рад||    0.523, рад||    1.077, рад||  524.000, с
 9137.620, км||    7.502, км/с||    0.103, рад||    1.396, рад||    0.523, рад||    1.078, рад||  525.000, с
 9138.394, км||    7.501, км/с||    0.103, рад||    1.396, рад||    0.523, рад||    1.078, рад||  526.000, с
 9139.169, км||    7.501, км/с||    0.104, рад||    1.396, рад||    0.523, рад||    1.079, рад||  527.000, с
 9139.945, км||    7.500, км/с||    0.104, рад||    1.396, рад||    0.523, рад||    1.080, рад||  528.000, с
 9140.723, км||    7.500, км/с||    0.104, рад||    1.396, рад||    0.523, рад||    1.081, рад||  529.000, с
 9141.502, км||    7.499, км/с||    0.104, рад||    1.396, рад||    0.523, рад||    1.082, рад||  530.000, с
 9142.282, км||    7.499, км/с||    0.104, рад||    1.396, рад||    0.523, рад||    1.082, рад||  531.000, с
 9143.064, км||    7.498, км/с||    0.105, рад||    1.396, рад||    0.523, рад||    1.083, рад||  532.000, с
 9143.846, км||    7.498, км/с||    0.105, рад||    1.396, рад||    0.523, рад||    1.084, рад||  533.000, с
 9144.631, км||    7.497, км/с||    0.105, рад||    1.396, рад||    0.523, рад||    1.085, рад||  534.000, с
 9145.416, км||    7.497, км/с||    0.105, рад||    1.396, рад||    0.523, рад||    1.086, рад||  535.000, с
 9146.203, км||    7.496, км/с||    0.105, рад||    1.396, рад||    0.523, рад||    1.087, рад||  536.000, с
 9146.991, км||    7.496, км/с||    0.105, рад||    1.396, рад||    0.523, рад||    1.087, рад||  537.000, с
 9147.781, км||    7.495, км/с||    0.106, рад||    1.396, рад||    0.523, рад||    1.088, рад||  538.000, с
 9148.572, км||    7.495, км/с||    0.106, рад||    1.396, рад||    0.523, рад||    1.089, рад||  539.000, с
 9149.364, км||    7.494, км/с||    0.106, рад||    1.396, рад||    0.523, рад||    1.090, рад||  540.000, с
 9150.157, км||    7.494, км/с||    0.106, рад||    1.396, рад||    0.523, рад||    1.091, рад||  541.000, с
 9150.952, км||    7.493, км/с||    0.106, рад||    1.396, рад||    0.523, рад||    1.091, рад||  542.000, с
 9151.748, км||    7.493, км/с||    0.107, рад||    1.396, рад||    0.523, рад||    1.092, рад||  543.000, с
 9152.545, км||    7.492, км/с||    0.107, рад||    1.396, рад||    0.523, рад||    1.093, рад||  544.000, с
 9153.344, км||    7.492, км/с||    0.107, рад||    1.396, рад||    0.523, рад||    1.094, рад||  545.000, с
 9154.144, км||    7.491, км/с||    0.107, рад||    1.396, рад||    0.523, рад||    1.095, рад||  546.000, с
 9154.945, км||    7.491, км/с||    0.107, рад||    1.396, рад||    0.523, рад||    1.095, рад||  547.000, с
 9155.748, км||    7.490, км/с||    0.107, рад||    1.396, рад||    0.523, рад||    1.096, рад||  548.000, с
 9156.552, км||    7.490, км/с||    0.108, рад||    1.396, рад||    0.523, рад||    1.097, рад||  549.000, с
 9157.357, км||    7.489, км/с||    0.108, рад||    1.396, рад||    0.523, рад||    1.098, рад||  550.000, с
 9158.163, км||    7.489, км/с||    0.108, рад||    1.396, рад||    0.523, рад||    1.099, рад||  551.000, с
 9158.971, км||    7.488, км/с||    0.108, рад||    1.396, рад||    0.523, рад||    1.100, рад||  552.000, с
 9159.780, км||    7.487, км/с||    0.108, рад||    1.396, рад||    0.523, рад||    1.100, рад||  553.000, с
 9160.591, км||    7.487, км/с||    0.109, рад||    1.396, рад||    0.523, рад||    1.101, рад||  554.000, с
 9161.402, км||    7.486, км/с||    0.109, рад||    1.396, рад||    0.523, рад||    1.102, рад||  555.000, с
 9162.215, км||    7.486, км/с||    0.109, рад||    1.396, рад||    0.523, рад||    1.103, рад||  556.000, с
 9163.030, км||    7.485, км/с||    0.109, рад||    1.396, рад||    0.523, рад||    1.104, рад||  557.000, с
 9163.845, км||    7.485, км/с||    0.109, рад||    1.396, рад||    0.523, рад||    1.104, рад||  558.000, с
 9164.662, км||    7.484, км/с||    0.109, рад||    1.396, рад||    0.523, рад||    1.105, рад||  559.000, с
 9165.480, км||    7.484, км/с||    0.110, рад||    1.396, рад||    0.523, рад||    1.106, рад||  560.000, с
 9166.300, км||    7.483, км/с||    0.110, рад||    1.396, рад||    0.523, рад||    1.107, рад||  561.000, с
 9167.121, км||    7.483, км/с||    0.110, рад||    1.396, рад||    0.523, рад||    1.108, рад||  562.000, с
 9167.943, км||    7.482, км/с||    0.110, рад||    1.396, рад||    0.523, рад||    1.108, рад||  563.000, с
 9168.766, км||    7.482, км/с||    0.110, рад||    1.396, рад||    0.523, рад||    1.109, рад||  564.000, с
 9169.591, км||    7.481, км/с||    0.111, рад||    1.396, рад||    0.523, рад||    1.110, рад||  565.000, с
 9170.417, км||    7.481, км/с||    0.111, рад||    1.396, рад||    0.523, рад||    1.111, рад||  566.000, с
 9171.244, км||    7.480, км/с||    0.111, рад||    1.396, рад||    0.523, рад||    1.112, рад||  567.000, с
 9172.073, км||    7.480, км/с||    0.111, рад||    1.396, рад||    0.523, рад||    1.113, рад||  568.000, с
 9172.903, км||    7.479, км/с||    0.111, рад||    1.396, рад||    0.523, рад||    1.113, рад||  569.000, с
 9173.734, км||    7.479, км/с||    0.111, рад||    1.396, рад||    0.523, рад||    1.114, рад||  570.000, с
 9174.566, км||    7.478, км/с||    0.112, рад||    1.396, рад||    0.523, рад||    1.115, рад||  571.000, с
 9175.400, км||    7.478, км/с||    0.112, рад||    1.396, рад||    0.523, рад||    1.116, рад||  572.000, с
 9176.235, км||    7.477, км/с||    0.112, рад||    1.396, рад||    0.523, рад||    1.117, рад||  573.000, с
 9177.071, км||    7.476, км/с||    0.112, рад||    1.396, рад||    0.523, рад||    1.117, рад||  574.000, с
 9177.909, км||    7.476, км/с||    0.112, рад||    1.396, рад||    0.523, рад||    1.118, рад||  575.000, с
 9178.748, км||    7.475, км/с||    0.113, рад||    1.396, рад||    0.523, рад||    1.119, рад||  576.000, с
 9179.588, км||    7.475, км/с||    0.113, рад||    1.396, рад||    0.523, рад||    1.120, рад||  577.000, с
 9180.430, км||    7.474, км/с||    0.113, рад||    1.396, рад||    0.523, рад||    1.121, рад||  578.000, с
 9181.272, км||    7.474, км/с||    0.113, рад||    1.396, рад||    0.523, рад||    1.121, рад||  579.000, с
 9182.116, км||    7.473, км/с||    0.113, рад||    1.396, рад||    0.523, рад||    1.122, рад||  580.000, с
 9182.962, км||    7.473, км/с||    0.113, рад||    1.396, рад||    0.523, рад||    1.123, рад||  581.000, с
 9183.808, км||    7.472, км/с||    0.114, рад||    1.396, рад||    0.523, рад||    1.124, рад||  582.000, с
 9184.656, км||    7.472, км/с||    0.114, рад||    1.396, рад||    0.523, рад||    1.125, рад||  583.000, с
 9185.505, км||    7.471, км/с||    0.114, рад||    1.396, рад||    0.523, рад||    1.125, рад||  584.000, с
 9186.356, км||    7.471, км/с||    0.114, рад||    1.396, рад||    0.523, рад||    1.126, рад||  585.000, с
 9187.207, км||    7.470, км/с||    0.114, рад||    1.396, рад||    0.523, рад||    1.127, рад||  586.000, с
 9188.060, км||    7.469, км/с||    0.115, рад||    1.396, рад||    0.523, рад||    1.128, рад||  587.000, с
 9188.915, км||    7.469, км/с||    0.115, рад||    1.396, рад||    0.523, рад||    1.129, рад||  588.000, с
 9189.770, км||    7.468, км/с||    0.115, рад||    1.396, рад||    0.523, рад||    1.129, рад||  589.000, с
 9190.627, км||    7.468, км/с||    0.115, рад||    1.396, рад||    0.523, рад||    1.130, рад||  590.000, с
 9191.485, км||    7.467, км/с||    0.115, рад||    1.396, рад||    0.523, рад||    1.131, рад||  591.000, с
 9192.344, км||    7.467, км/с||    0.115, рад||    1.396, рад||    0.523, рад||    1.132, рад||  592.000, с
 9193.205, км||    7.466, км/с||    0.116, рад||    1.396, рад||    0.523, рад||    1.133, рад||  593.000, с
 9194.067, км||    7.466, км/с||    0.116, рад||    1.396, рад||    0.523, рад||    1.134, рад||  594.000, с
 9194.930, км||    7.465, км/с||    0.116, рад||    1.396, рад||    0.523, рад||    1.134, рад||  595.000, с
 9195.795, км||    7.465, км/с||    0.116, рад||    1.396, рад||    0.523, рад||    1.135, рад||  596.000, с
 9196.660, км||    7.464, км/с||    0.116, рад||    1.396, рад||    0.523, рад||    1.136, рад||  597.000, с
 9197.527, км||    7.463, км/с||    0.117, рад||    1.396, рад||    0.523, рад||    1.137, рад||  598.000, с
 9198.396, км||    7.463, км/с||    0.117, рад||    1.396, рад||    0.523, рад||    1.138, рад||  599.000, с
 9199.265, км||    7.462, км/с||    0.117, рад||    1.396, рад||    0.523, рад||    1.138, рад||  600.000, с
 9200.136, км||    7.462, км/с||    0.117, рад||    1.396, рад||    0.523, рад||    1.139, рад||  601.000, с
 9201.008, км||    7.461, км/с||    0.117, рад||    1.396, рад||    0.523, рад||    1.140, рад||  602.000, с
 9201.881, км||    7.461, км/с||    0.117, рад||    1.396, рад||    0.523, рад||    1.141, рад||  603.000, с
 9202.756, км||    7.460, км/с||    0.118, рад||    1.396, рад||    0.523, рад||    1.142, рад||  604.000, с
 9203.632, км||    7.460, км/с||    0.118, рад||    1.396, рад||    0.523, рад||    1.142, рад||  605.000, с
 9204.509, км||    7.459, км/с||    0.118, рад||    1.396, рад||    0.523, рад||    1.143, рад||  606.000, с
 9205.387, км||    7.458, км/с||    0.118, рад||    1.396, рад||    0.523, рад||    1.144, рад||  607.000, с
 9206.267, км||    7.458, км/с||    0.118, рад||    1.396, рад||    0.523, рад||    1.145, рад||  608.000, с
 9207.148, км||    7.457, км/с||    0.118, рад||    1.396, рад||    0.523, рад||    1.146, рад||  609.000, с
 9208.030, км||    7.457, км/с||    0.119, рад||    1.396, рад||    0.523, рад||    1.146, рад||  610.000, с
 9208.913, км||    7.456, км/с||    0.119, рад||    1.396, рад||    0.523, рад||    1.147, рад||  611.000, с
 9209.798, км||    7.456, км/с||    0.119, рад||    1.396, рад||    0.523, рад||    1.148, рад||  612.000, с
 9210.684, км||    7.455, км/с||    0.119, рад||    1.396, рад||    0.523, рад||    1.149, рад||  613.000, с
 9211.571, км||    7.455, км/с||    0.119, рад||    1.396, рад||    0.523, рад||    1.150, рад||  614.000, с
 9212.459, км||    7.454, км/с||    0.120, рад||    1.396, рад||    0.523, рад||    1.150, рад||  615.000, с
 9213.349, км||    7.453, км/с||    0.120, рад||    1.396, рад||    0.523, рад||    1.151, рад||  616.000, с
 9214.240, км||    7.453, км/с||    0.120, рад||    1.396, рад||    0.523, рад||    1.152, рад||  617.000, с
 9215.132, км||    7.452, км/с||    0.120, рад||    1.396, рад||    0.523, рад||    1.153, рад||  618.000, с
 9216.025, км||    7.452, км/с||    0.120, рад||    1.396, рад||    0.523, рад||    1.154, рад||  619.000, с
 9216.920, км||    7.451, км/с||    0.120, рад||    1.396, рад||    0.523, рад||    1.154, рад||  620.000, с
 9217.816, км||    7.451, км/с||    0.121, рад||    1.396, рад||    0.523, рад||    1.155, рад||  621.000, с
 9218.713, км||    7.450, км/с||    0.121, рад||    1.396, рад||    0.523, рад||    1.156, рад||  622.000, с
 9219.612, км||    7.449, км/с||    0.121, рад||    1.396, рад||    0.523, рад||    1.157, рад||  623.000, с
 9220.511, км||    7.449, км/с||    0.121, рад||    1.396, рад||    0.523, рад||    1.158, рад||  624.000, с
 9221.412, км||    7.448, км/с||    0.121, рад||    1.396, рад||    0.523, рад||    1.158, рад||  625.000, с
 9222.315, км||    7.448, км/с||    0.122, рад||    1.396, рад||    0.523, рад||    1.159, рад||  626.000, с
 9223.218, км||    7.447, км/с||    0.122, рад||    1.396, рад||    0.523, рад||    1.160, рад||  627.000, с
 9224.123, км||    7.447, км/с||    0.122, рад||    1.396, рад||    0.523, рад||    1.161, рад||  628.000, с
 9225.028, км||    7.446, км/с||    0.122, рад||    1.396, рад||    0.523, рад||    1.162, рад||  629.000, с
 9225.936, км||    7.446, км/с||    0.122, рад||    1.396, рад||    0.523, рад||    1.162, рад||  630.000, с
 9226.844, км||    7.445, км/с||    0.122, рад||    1.396, рад||    0.523, рад||    1.163, рад||  631.000, с
 9227.754, км||    7.444, км/с||    0.123, рад||    1.396, рад||    0.523, рад||    1.164, рад||  632.000, с
 9228.665, км||    7.444, км/с||    0.123, рад||    1.396, рад||    0.523, рад||    1.165, рад||  633.000, с
 9229.577, км||    7.443, км/с||    0.123, рад||    1.396, рад||    0.523, рад||    1.166, рад||  634.000, с
 9230.490, км||    7.443, км/с||    0.123, рад||    1.396, рад||    0.523, рад||    1.166, рад||  635.000, с
 9231.405, км||    7.442, км/с||    0.123, рад||    1.396, рад||    0.523, рад||    1.167, рад||  636.000, с
 9232.320, км||    7.441, км/с||    0.123, рад||    1.396, рад||    0.523, рад||    1.168, рад||  637.000, с
 9233.237, км||    7.441, км/с||    0.124, рад||    1.396, рад||    0.523, рад||    1.169, рад||  638.000, с
 9234.156, км||    7.440, км/с||    0.124, рад||    1.396, рад||    0.523, рад||    1.170, рад||  639.000, с
 9235.075, км||    7.440, км/с||    0.124, рад||    1.396, рад||    0.523, рад||    1.170, рад||  640.000, с
 9235.996, км||    7.439, км/с||    0.124, рад||    1.396, рад||    0.523, рад||    1.171, рад||  641.000, с
 9236.918, км||    7.439, км/с||    0.124, рад||    1.396, рад||    0.523, рад||    1.172, рад||  642.000, с
 9237.841, км||    7.438, км/с||    0.125, рад||    1.396, рад||    0.523, рад||    1.173, рад||  643.000, с
 9238.766, км||    7.437, км/с||    0.125, рад||    1.396, рад||    0.523, рад||    1.174, рад||  644.000, с
 9239.691, км||    7.437, км/с||    0.125, рад||    1.396, рад||    0.523, рад||    1.174, рад||  645.000, с
 9240.618, км||    7.436, км/с||    0.125, рад||    1.396, рад||    0.523, рад||    1.175, рад||  646.000, с
 9241.546, км||    7.436, км/с||    0.125, рад||    1.396, рад||    0.523, рад||    1.176, рад||  647.000, с
 9242.476, км||    7.435, км/с||    0.125, рад||    1.396, рад||    0.523, рад||    1.177, рад||  648.000, с
 9243.406, км||    7.434, км/с||    0.126, рад||    1.396, рад||    0.523, рад||    1.178, рад||  649.000, с
 9244.338, км||    7.434, км/с||    0.126, рад||    1.396, рад||    0.523, рад||    1.178, рад||  650.000, с
 9245.271, км||    7.433, км/с||    0.126, рад||    1.396, рад||    0.523, рад||    1.179, рад||  651.000, с
 9246.206, км||    7.433, км/с||    0.126, рад||    1.396, рад||    0.523, рад||    1.180, рад||  652.000, с
 9247.141, км||    7.432, км/с||    0.126, рад||    1.396, рад||    0.523, рад||    1.181, рад||  653.000, с
 9248.078, км||    7.432, км/с||    0.126, рад||    1.396, рад||    0.523, рад||    1.182, рад||  654.000, с
 9249.016, км||    7.431, км/с||    0.127, рад||    1.396, рад||    0.523, рад||    1.182, рад||  655.000, с
 9249.955, км||    7.430, км/с||    0.127, рад||    1.396, рад||    0.523, рад||    1.183, рад||  656.000, с
 9250.895, км||    7.430, км/с||    0.127, рад||    1.396, рад||    0.523, рад||    1.184, рад||  657.000, с
 9251.837, км||    7.429, км/с||    0.127, рад||    1.396, рад||    0.523, рад||    1.185, рад||  658.000, с
 9252.780, км||    7.429, км/с||    0.127, рад||    1.396, рад||    0.523, рад||    1.186, рад||  659.000, с
 9253.724, км||    7.428, км/с||    0.128, рад||    1.396, рад||    0.523, рад||    1.186, рад||  660.000, с
 9254.669, км||    7.427, км/с||    0.128, рад||    1.396, рад||    0.523, рад||    1.187, рад||  661.000, с
 9255.615, км||    7.427, км/с||    0.128, рад||    1.396, рад||    0.523, рад||    1.188, рад||  662.000, с
 9256.563, км||    7.426, км/с||    0.128, рад||    1.396, рад||    0.523, рад||    1.189, рад||  663.000, с
 9257.512, км||    7.426, км/с||    0.128, рад||    1.396, рад||    0.523, рад||    1.190, рад||  664.000, с
 9258.462, км||    7.425, км/с||    0.128, рад||    1.396, рад||    0.523, рад||    1.190, рад||  665.000, с
 9259.413, км||    7.424, км/с||    0.129, рад||    1.396, рад||    0.523, рад||    1.191, рад||  666.000, с
 9260.366, км||    7.424, км/с||    0.129, рад||    1.396, рад||    0.523, рад||    1.192, рад||  667.000, с
 9261.320, км||    7.423, км/с||    0.129, рад||    1.396, рад||    0.523, рад||    1.193, рад||  668.000, с
 9262.275, км||    7.423, км/с||    0.129, рад||    1.396, рад||    0.523, рад||    1.194, рад||  669.000, с
 9263.231, км||    7.422, км/с||    0.129, рад||    1.396, рад||    0.523, рад||    1.194, рад||  670.000, с
 9264.188, км||    7.421, км/с||    0.129, рад||    1.396, рад||    0.523, рад||    1.195, рад||  671.000, с
 9265.147, км||    7.421, км/с||    0.130, рад||    1.396, рад||    0.523, рад||    1.196, рад||  672.000, с
 9266.107, км||    7.420, км/с||    0.130, рад||    1.396, рад||    0.523, рад||    1.197, рад||  673.000, с
 9267.068, км||    7.420, км/с||    0.130, рад||    1.396, рад||    0.523, рад||    1.198, рад||  674.000, с
 9268.030, км||    7.419, км/с||    0.130, рад||    1.396, рад||    0.523, рад||    1.198, рад||  675.000, с
 9268.993, км||    7.418, км/с||    0.130, рад||    1.396, рад||    0.523, рад||    1.199, рад||  676.000, с
 9269.958, км||    7.418, км/с||    0.130, рад||    1.396, рад||    0.523, рад||    1.200, рад||  677.000, с
 9270.924, км||    7.417, км/с||    0.131, рад||    1.396, рад||    0.523, рад||    1.201, рад||  678.000, с
 9271.891, км||    7.417, км/с||    0.131, рад||    1.396, рад||    0.523, рад||    1.202, рад||  679.000, с
 9272.859, км||    7.416, км/с||    0.131, рад||    1.396, рад||    0.523, рад||    1.202, рад||  680.000, с
 9273.828, км||    7.415, км/с||    0.131, рад||    1.396, рад||    0.523, рад||    1.203, рад||  681.000, с
 9274.799, км||    7.415, км/с||    0.131, рад||    1.396, рад||    0.523, рад||    1.204, рад||  682.000, с
 9275.771, км||    7.414, км/с||    0.132, рад||    1.396, рад||    0.523, рад||    1.205, рад||  683.000, с
 9276.744, км||    7.414, км/с||    0.132, рад||    1.396, рад||    0.523, рад||    1.205, рад||  684.000, с
 9277.718, км||    7.413, км/с||    0.132, рад||    1.396, рад||    0.523, рад||    1.206, рад||  685.000, с
 9278.693, км||    7.412, км/с||    0.132, рад||    1.396, рад||    0.523, рад||    1.207, рад||  686.000, с
 9279.670, км||    7.412, км/с||    0.132, рад||    1.396, рад||    0.523, рад||    1.208, рад||  687.000, с
 9280.648, км||    7.411, км/с||    0.132, рад||    1.396, рад||    0.523, рад||    1.209, рад||  688.000, с
 9281.626, км||    7.410, км/с||    0.133, рад||    1.396, рад||    0.523, рад||    1.209, рад||  689.000, с
 9282.607, км||    7.410, км/с||    0.133, рад||    1.396, рад||    0.523, рад||    1.210, рад||  690.000, с
 9283.588, км||    7.409, км/с||    0.133, рад||    1.396, рад||    0.523, рад||    1.211, рад||  691.000, с
 9284.571, км||    7.409, км/с||    0.133, рад||    1.396, рад||    0.523, рад||    1.212, рад||  692.000, с
 9285.554, км||    7.408, км/с||    0.133, рад||    1.396, рад||    0.523, рад||    1.213, рад||  693.000, с
 9286.539, км||    7.407, км/с||    0.133, рад||    1.396, рад||    0.523, рад||    1.213, рад||  694.000, с
 9287.525, км||    7.407, км/с||    0.134, рад||    1.396, рад||    0.523, рад||    1.214, рад||  695.000, с
 9288.513, км||    7.406, км/с||    0.134, рад||    1.396, рад||    0.523, рад||    1.215, рад||  696.000, с
 9289.501, км||    7.406, км/с||    0.134, рад||    1.396, рад||    0.523, рад||    1.216, рад||  697.000, с
 9290.491, км||    7.405, км/с||    0.134, рад||    1.396, рад||    0.523, рад||    1.217, рад||  698.000, с
 9291.482, км||    7.404, км/с||    0.134, рад||    1.396, рад||    0.523, рад||    1.217, рад||  699.000, с
 9292.474, км||    7.404, км/с||    0.134, рад||    1.396, рад||    0.523, рад||    1.218, рад||  700.000, с
 9293.467, км||    7.403, км/с||    0.135, рад||    1.396, рад||    0.523, рад||    1.219, рад||  701.000, с
 9294.461, км||    7.402, км/с||    0.135, рад||    1.396, рад||    0.523, рад||    1.220, рад||  702.000, с
 9295.457, км||    7.402, км/с||    0.135, рад||    1.396, рад||    0.523, рад||    1.221, рад||  703.000, с
 9296.454, км||    7.401, км/с||    0.135, рад||    1.396, рад||    0.523, рад||    1.221, рад||  704.000, с
 9297.452, км||    7.401, км/с||    0.135, рад||    1.396, рад||    0.523, рад||    1.222, рад||  705.000, с
 9298.451, км||    7.400, км/с||    0.136, рад||    1.396, рад||    0.523, рад||    1.223, рад||  706.000, с
 9299.451, км||    7.399, км/с||    0.136, рад||    1.396, рад||    0.523, рад||    1.224, рад||  707.000, с
 9300.452, км||    7.399, км/с||    0.136, рад||    1.396, рад||    0.523, рад||    1.224, рад||  708.000, с
 9301.455, км||    7.398, км/с||    0.136, рад||    1.396, рад||    0.523, рад||    1.225, рад||  709.000, с
 9302.459, км||    7.397, км/с||    0.136, рад||    1.396, рад||    0.523, рад||    1.226, рад||  710.000, с
 9303.464, км||    7.397, км/с||    0.136, рад||    1.396, рад||    0.523, рад||    1.227, рад||  711.000, с
 9304.470, км||    7.396, км/с||    0.137, рад||    1.396, рад||    0.523, рад||    1.228, рад||  712.000, с
 9305.477, км||    7.396, км/с||    0.137, рад||    1.396, рад||    0.523, рад||    1.228, рад||  713.000, с
 9306.486, км||    7.395, км/с||    0.137, рад||    1.396, рад||    0.523, рад||    1.229, рад||  714.000, с
 9307.496, км||    7.394, км/с||    0.137, рад||    1.396, рад||    0.523, рад||    1.230, рад||  715.000, с
 9308.506, км||    7.394, км/с||    0.137, рад||    1.396, рад||    0.523, рад||    1.231, рад||  716.000, с
 9309.518, км||    7.393, км/с||    0.137, рад||    1.396, рад||    0.523, рад||    1.232, рад||  717.000, с
 9310.532, км||    7.392, км/с||    0.138, рад||    1.396, рад||    0.523, рад||    1.232, рад||  718.000, с
 9311.546, км||    7.392, км/с||    0.138, рад||    1.396, рад||    0.523, рад||    1.233, рад||  719.000, с
 9312.561, км||    7.391, км/с||    0.138, рад||    1.396, рад||    0.523, рад||    1.234, рад||  720.000, с
 9313.578, км||    7.391, км/с||    0.138, рад||    1.396, рад||    0.523, рад||    1.235, рад||  721.000, с
 9314.596, км||    7.390, км/с||    0.138, рад||    1.396, рад||    0.523, рад||    1.235, рад||  722.000, с
 9315.615, км||    7.389, км/с||    0.138, рад||    1.396, рад||    0.523, рад||    1.236, рад||  723.000, с
 9316.635, км||    7.389, км/с||    0.139, рад||    1.396, рад||    0.523, рад||    1.237, рад||  724.000, с
 9317.656, км||    7.388, км/с||    0.139, рад||    1.396, рад||    0.523, рад||    1.238, рад||  725.000, с
 9318.679, км||    7.387, км/с||    0.139, рад||    1.396, рад||    0.523, рад||    1.239, рад||  726.000, с
 9319.703, км||    7.387, км/с||    0.139, рад||    1.396, рад||    0.523, рад||    1.239, рад||  727.000, с
 9320.727, км||    7.386, км/с||    0.139, рад||    1.396, рад||    0.523, рад||    1.240, рад||  728.000, с
 9321.753, км||    7.385, км/с||    0.139, рад||    1.396, рад||    0.523, рад||    1.241, рад||  729.000, с
 9322.780, км||    7.385, км/с||    0.140, рад||    1.396, рад||    0.523, рад||    1.242, рад||  730.000, с
 9323.809, км||    7.384, км/с||    0.140, рад||    1.396, рад||    0.523, рад||    1.243, рад||  731.000, с
 9324.838, км||    7.384, км/с||    0.140, рад||    1.396, рад||    0.523, рад||    1.243, рад||  732.000, с
 9325.869, км||    7.383, км/с||    0.140, рад||    1.396, рад||    0.523, рад||    1.244, рад||  733.000, с
 9326.900, км||    7.382, км/с||    0.140, рад||    1.396, рад||    0.523, рад||    1.245, рад||  734.000, с
 9327.933, км||    7.382, км/с||    0.140, рад||    1.396, рад||    0.523, рад||    1.246, рад||  735.000, с
 9328.967, км||    7.381, км/с||    0.141, рад||    1.396, рад||    0.523, рад||    1.246, рад||  736.000, с
 9330.003, км||    7.380, км/с||    0.141, рад||    1.396, рад||    0.523, рад||    1.247, рад||  737.000, с
 9331.039, км||    7.380, км/с||    0.141, рад||    1.396, рад||    0.523, рад||    1.248, рад||  738.000, с
 9332.076, км||    7.379, км/с||    0.141, рад||    1.396, рад||    0.523, рад||    1.249, рад||  739.000, с
 9333.115, км||    7.378, км/с||    0.141, рад||    1.396, рад||    0.523, рад||    1.250, рад||  740.000, с
 9334.155, км||    7.378, км/с||    0.141, рад||    1.396, рад||    0.523, рад||    1.250, рад||  741.000, с
 9335.196, км||    7.377, км/с||    0.142, рад||    1.396, рад||    0.523, рад||    1.251, рад||  742.000, с
