R, км||V, км/с||Tet, рад||I, рад||Omega, рад||U, рад||T, с
 8975.510, км||    7.607, км/с||    0.050, рад||    1.396, рад||    0.523, рад||    0.844, рад||  245.000, с
 8975.888, км||    7.607, км/с||    0.050, рад||    1.396, рад||    0.523, рад||    0.845, рад||  246.000, с
 8976.268, км||    7.606, км/с||    0.050, рад||    1.396, рад||    0.523, рад||    0.846, рад||  247.000, с
 8976.649, км||    7.606, км/с||    0.050, рад||    1.396, рад||    0.523, рад||    0.847, рад||  248.000, с
 8977.031, км||    7.606, км/с||    0.050, рад||    1.396, рад||    0.523, рад||    0.848, рад||  249.000, с
 8977.415, км||    7.606, км/с||    0.051, рад||    1.396, рад||    0.523, рад||    0.848, рад||  250.000, с
 8977.801, км||    7.605, км/с||    0.051, рад||    1.396, рад||    0.523, рад||    0.849, рад||  251.000, с
 8978.188, км||    7.605, км/с||    0.051, рад||    1.396, рад||    0.523, рад||    0.850, рад||  252.000, с
 8978.576, км||    7.605, км/с||    0.051, рад||    1.396, рад||    0.523, рад||    0.851, рад||  253.000, с
 8978.966, км||    7.605, км/с||    0.051, рад||    1.396, рад||    0.523, рад||    0.852, рад||  254.000, с
 8979.358, км||    7.604, км/с||    0.052, рад||    1.396, рад||    0.523, рад||    0.853, рад||  255.000, с
 8979.751, км||    7.604, км/с||    0.052, рад||    1.396, рад||    0.523, рад||    0.854, рад||  256.000, с
 8980.145, км||    7.604, км/с||    0.052, рад||    1.396, рад||    0.523, рад||    0.854, рад||  257.000, с
 8980.541, км||    7.604, км/с||    0.052, рад||    1.396, рад||    0.523, рад||    0.855, рад||  258.000, с
 8980.938, км||    7.603, км/с||    0.052, рад||    1.396, рад||    0.523, рад||    0.856, рад||  259.000, с
 8981.337, км||    7.603, км/с||    0.053, рад||    1.396, рад||    0.523, рад||    0.857, рад||  260.000, с
 8981.738, км||    7.603, км/с||    0.053, рад||    1.396, рад||    0.523, рад||    0.858, рад||  261.000, с
 8982.139, км||    7.603, км/с||    0.053, рад||    1.396, рад||    0.523, рад||    0.859, рад||  262.000, с
 8982.543, км||    7.602, км/с||    0.053, рад||    1.396, рад||    0.523, рад||    0.859, рад||  263.000, с
 8982.948, км||    7.602, км/с||    0.053, рад||    1.396, рад||    0.523, рад||    0.860, рад||  264.000, с
 8983.354, км||    7.602, км/с||    0.054, рад||    1.396, рад||    0.523, рад||    0.861, рад||  265.000, с
 8983.762, км||    7.601, км/с||    0.054, рад||    1.396, рад||    0.523, рад||    0.862, рад||  266.000, с
 8984.171, км||    7.601, км/с||    0.054, рад||    1.396, рад||    0.523, рад||    0.863, рад||  267.000, с
 8984.581, км||    7.601, км/с||    0.054, рад||    1.396, рад||    0.523, рад||    0.864, рад||  268.000, с
 8984.994, км||    7.601, км/с||    0.054, рад||    1.396, рад||    0.523, рад||    0.865, рад||  269.000, с
 8985.407, км||    7.600, км/с||    0.055, рад||    1.396, рад||    0.523, рад||    0.865, рад||  270.000, с
 8985.822, км||    7.600, км/с||    0.055, рад||    1.396, рад||    0.523, рад||    0.866, рад||  271.000, с
 8986.239, км||    7.600, км/с||    0.055, рад||    1.396, рад||    0.523, рад||    0.867, рад||  272.000, с
 8986.657, км||    7.600, км/с||    0.055, рад||    1.396, рад||    0.523, рад||    0.868, рад||  273.000, с
 8987.077, км||    7.599, км/с||    0.055, рад||    1.396, рад||    0.523, рад||    0.869, рад||  274.000, с
 8987.498, км||    7.599, км/с||    0.056, рад||    1.396, рад||    0.523, рад||    0.870, рад||  275.000, с
 8987.920, км||    7.599, км/с||    0.056, рад||    1.396, рад||    0.523, рад||    0.870, рад||  276.000, с
 8988.344, км||    7.598, км/с||    0.056, рад||    1.396, рад||    0.523, рад||    0.871, рад||  277.000, с
 8988.769, км||    7.598, км/с||    0.056, рад||    1.396, рад||    0.523, рад||    0.872, рад||  278.000, с
 8989.196, км||    7.598, км/с||    0.056, рад||    1.396, рад||    0.523, рад||    0.873, рад||  279.000, с
 8989.625, км||    7.598, км/с||    0.057, рад||    1.396, рад||    0.523, рад||    0.874, рад||  280.000, с
 8990.055, км||    7.597, км/с||    0.057, рад||    1.396, рад||    0.523, рад||    0.875, рад||  281.000, с
 8990.486, км||    7.597, км/с||    0.057, рад||    1.396, рад||    0.523, рад||    0.876, рад||  282.000, с
 8990.919, км||    7.597, км/с||    0.057, рад||    1.396, рад||    0.523, рад||    0.876, рад||  283.000, с
 8991.353, км||    7.596, км/с||    0.057, рад||    1.396, рад||    0.523, рад||    0.877, рад||  284.000, с
 8991.789, км||    7.596, км/с||    0.057, рад||    1.396, рад||    0.523, рад||    0.878, рад||  285.000, с
 8992.226, км||    7.596, км/с||    0.058, рад||    1.396, рад||    0.523, рад||    0.879, рад||  286.000, с
 8992.665, км||    7.596, км/с||    0.058, рад||    1.396, рад||    0.523, рад||    0.880, рад||  287.000, с
 8993.105, км||    7.595, км/с||    0.058, рад||    1.396, рад||    0.523, рад||    0.881, рад||  288.000, с
 8993.546, км||    7.595, км/с||    0.058, рад||    1.396, рад||    0.523, рад||    0.881, рад||  289.000, с
 8993.989, км||    7.595, км/с||    0.058, рад||    1.396, рад||    0.523, рад||    0.882, рад||  290.000, с
 8994.434, км||    7.594, км/с||    0.059, рад||    1.396, рад||    0.523, рад||    0.883, рад||  291.000, с
 8994.880, км||    7.594, км/с||    0.059, рад||    1.396, рад||    0.523, рад||    0.884, рад||  292.000, с
 8995.327, км||    7.594, км/с||    0.059, рад||    1.396, рад||    0.523, рад||    0.885, рад||  293.000, с
 8995.776, км||    7.594, км/с||    0.059, рад||    1.396, рад||    0.523, рад||    0.886, рад||  294.000, с
 8996.227, км||    7.593, км/с||    0.059, рад||    1.396, рад||    0.523, рад||    0.886, рад||  295.000, с
 8996.679, км||    7.593, км/с||    0.060, рад||    1.396, рад||    0.523, рад||    0.887, рад||  296.000, с
 8997.132, км||    7.593, км/с||    0.060, рад||    1.396, рад||    0.523, рад||    0.888, рад||  297.000, с
 8997.587, км||    7.592, км/с||    0.060, рад||    1.396, рад||    0.523, рад||    0.889, рад||  298.000, с
 8998.043, км||    7.592, км/с||    0.060, рад||    1.396, рад||    0.523, рад||    0.890, рад||  299.000, с
 8998.501, км||    7.592, км/с||    0.060, рад||    1.396, рад||    0.523, рад||    0.891, рад||  300.000, с
 8998.960, км||    7.591, км/с||    0.061, рад||    1.396, рад||    0.523, рад||    0.892, рад||  301.000, с
 8999.420, км||    7.591, км/с||    0.061, рад||    1.396, рад||    0.523, рад||    0.892, рад||  302.000, с
 8999.883, км||    7.591, км/с||    0.061, рад||    1.396, рад||    0.523, рад||    0.893, рад||  303.000, с
 9000.346, км||    7.591, км/с||    0.061, рад||    1.396, рад||    0.523, рад||    0.894, рад||  304.000, с
 9000.811, км||    7.590, км/с||    0.061, рад||    1.396, рад||    0.523, рад||    0.895, рад||  305.000, с
 9001.278, км||    7.590, км/с||    0.062, рад||    1.396, рад||    0.523, рад||    0.896, рад||  306.000, с
 9001.746, км||    7.590, км/с||    0.062, рад||    1.396, рад||    0.523, рад||    0.897, рад||  307.000, с
 9002.215, км||    7.589, км/с||    0.062, рад||    1.396, рад||    0.523, рад||    0.897, рад||  308.000, с
 9002.686, км||    7.589, км/с||    0.062, рад||    1.396, рад||    0.523, рад||    0.898, рад||  309.000, с
 9003.158, км||    7.589, км/с||    0.062, рад||    1.396, рад||    0.523, рад||    0.899, рад||  310.000, с
 9003.632, км||    7.588, км/с||    0.063, рад||    1.396, рад||    0.523, рад||    0.900, рад||  311.000, с
 9004.107, км||    7.588, км/с||    0.063, рад||    1.396, рад||    0.523, рад||    0.901, рад||  312.000, с
 9004.584, км||    7.588, км/с||    0.063, рад||    1.396, рад||    0.523, рад||    0.902, рад||  313.000, с
 9005.062, км||    7.587, км/с||    0.063, рад||    1.396, рад||    0.523, рад||    0.902, рад||  314.000, с
 9005.541, км||    7.587, км/с||    0.063, рад||    1.396, рад||    0.523, рад||    0.903, рад||  315.000, с
 9006.023, км||    7.587, км/с||    0.064, рад||    1.396, рад||    0.523, рад||    0.904, рад||  316.000, с
 9006.505, км||    7.586, км/с||    0.064, рад||    1.396, рад||    0.523, рад||    0.905, рад||  317.000, с
 9006.989, км||    7.586, км/с||    0.064, рад||    1.396, рад||    0.523, рад||    0.906, рад||  318.000, с
 9007.474, км||    7.586, км/с||    0.064, рад||    1.396, рад||    0.523, рад||    0.907, рад||  319.000, с
 9007.961, км||    7.586, км/с||    0.064, рад||    1.396, рад||    0.523, рад||    0.908, рад||  320.000, с
 9008.450, км||    7.585, км/с||    0.065, рад||    1.396, рад||    0.523, рад||    0.908, рад||  321.000, с
 9008.939, км||    7.585, км/с||    0.065, рад||    1.396, рад||    0.523, рад||    0.909, рад||  322.000, с
 9009.431, км||    7.585, км/с||    0.065, рад||    1.396, рад||    0.523, рад||    0.910, рад||  323.000, с
 9009.923, км||    7.584, км/с||    0.065, рад||    1.396, рад||    0.523, рад||    0.911, рад||  324.000, с
 9010.417, км||    7.584, км/с||    0.065, рад||    1.396, рад||    0.523, рад||    0.912, рад||  325.000, с
 9010.913, км||    7.584, км/с||    0.065, рад||    1.396, рад||    0.523, рад||    0.913, рад||  326.000, с
 9011.410, км||    7.583, км/с||    0.066, рад||    1.396, рад||    0.523, рад||    0.913, рад||  327.000, с
 9011.908, км||    7.583, км/с||    0.066, рад||    1.396, рад||    0.523, рад||    0.914, рад||  328.000, с
 9012.408, км||    7.583, км/с||    0.066, рад||    1.396, рад||    0.523, рад||    0.915, рад||  329.000, с
 9012.910, км||    7.582, км/с||    0.066, рад||    1.396, рад||    0.523, рад||    0.916, рад||  330.000, с
 9013.412, км||    7.582, км/с||    0.066, рад||    1.396, рад||    0.523, рад||    0.917, рад||  331.000, с
 9013.917, км||    7.582, км/с||    0.067, рад||    1.396, рад||    0.523, рад||    0.918, рад||  332.000, с
 9014.422, км||    7.581, км/с||    0.067, рад||    1.396, рад||    0.523, рад||    0.918, рад||  333.000, с
 9014.930, км||    7.581, км/с||    0.067, рад||    1.396, рад||    0.523, рад||    0.919, рад||  334.000, с
 9015.438, км||    7.581, км/с||    0.067, рад||    1.396, рад||    0.523, рад||    0.920, рад||  335.000, с
 9015.948, км||    7.580, км/с||    0.067, рад||    1.396, рад||    0.523, рад||    0.921, рад||  336.000, с
 9016.460, км||    7.580, км/с||    0.068, рад||    1.396, рад||    0.523, рад||    0.922, рад||  337.000, с
 9016.973, км||    7.580, км/с||    0.068, рад||    1.396, рад||    0.523, рад||    0.923, рад||  338.000, с
 9017.487, км||    7.579, км/с||    0.068, рад||    1.396, рад||    0.523, рад||    0.923, рад||  339.000, с
 9018.003, км||    7.579, км/с||    0.068, рад||    1.396, рад||    0.523, рад||    0.924, рад||  340.000, с
 9018.520, км||    7.579, км/с||    0.068, рад||    1.396, рад||    0.523, рад||    0.925, рад||  341.000, с
 9019.039, км||    7.578, км/с||    0.069, рад||    1.396, рад||    0.523, рад||    0.926, рад||  342.000, с
 9019.559, км||    7.578, км/с||    0.069, рад||    1.396, рад||    0.523, рад||    0.927, рад||  343.000, с
 9020.080, км||    7.578, км/с||    0.069, рад||    1.396, рад||    0.523, рад||    0.928, рад||  344.000, с
 9020.603, км||    7.577, км/с||    0.069, рад||    1.396, рад||    0.523, рад||    0.929, рад||  345.000, с
 9021.128, км||    7.577, км/с||    0.069, рад||    1.396, рад||    0.523, рад||    0.929, рад||  346.000, с
 9021.654, км||    7.577, км/с||    0.070, рад||    1.396, рад||    0.523, рад||    0.930, рад||  347.000, с
 9022.181, км||    7.576, км/с||    0.070, рад||    1.396, рад||    0.523, рад||    0.931, рад||  348.000, с
 9022.710, км||    7.576, км/с||    0.070, рад||    1.396, рад||    0.523, рад||    0.932, рад||  349.000, с
 9023.240, км||    7.576, км/с||    0.070, рад||    1.396, рад||    0.523, рад||    0.933, рад||  350.000, с
 9023.772, км||    7.575, км/с||    0.070, рад||    1.396, рад||    0.523, рад||    0.934, рад||  351.000, с
 9024.305, км||    7.575, км/с||    0.071, рад||    1.396, рад||    0.523, рад||    0.934, рад||  352.000, с
 9024.839, км||    7.574, км/с||    0.071, рад||    1.396, рад||    0.523, рад||    0.935, рад||  353.000, с
 9025.375, км||    7.574, км/с||    0.071, рад||    1.396, рад||    0.523, рад||    0.936, рад||  354.000, с
 9025.913, км||    7.574, км/с||    0.071, рад||    1.396, рад||    0.523, рад||    0.937, рад||  355.000, с
 9026.451, км||    7.573, км/с||    0.071, рад||    1.396, рад||    0.523, рад||    0.938, рад||  356.000, с
 9026.992, км||    7.573, км/с||    0.071, рад||    1.396, рад||    0.523, рад||    0.939, рад||  357.000, с
 9027.533, км||    7.573, км/с||    0.072, рад||    1.396, рад||    0.523, рад||    0.939, рад||  358.000, с
 9028.076, км||    7.572, км/с||    0.072, рад||    1.396, рад||    0.523, рад||    0.940, рад||  359.000, с
 9028.621, км||    7.572, км/с||    0.072, рад||    1.396, рад||    0.523, рад||    0.941, рад||  360.000, с
 9029.167, км||    7.572, км/с||    0.072, рад||    1.396, рад||    0.523, рад||    0.942, рад||  361.000, с
 9029.714, км||    7.571, км/с||    0.072, рад||    1.396, рад||    0.523, рад||    0.943, рад||  362.000, с
 9030.263, км||    7.571, км/с||    0.073, рад||    1.396, рад||    0.523, рад||    0.944, рад||  363.000, с
 9030.814, км||    7.571, км/с||    0.073, рад||    1.396, рад||    0.523, рад||    0.944, рад||  364.000, с
 9031.365, км||    7.570, км/с||    0.073, рад||    1.396, рад||    0.523, рад||    0.945, рад||  365.000, с
 9031.918, км||    7.570, км/с||    0.073, рад||    1.396, рад||    0.523, рад||    0.946, рад||  366.000, с
 9032.473, км||    7.570, км/с||    0.073, рад||    1.396, рад||    0.523, рад||    0.947, рад||  367.000, с
 9033.029, км||    7.569, км/с||    0.074, рад||    1.396, рад||    0.523, рад||    0.948, рад||  368.000, с
 9033.586, км||    7.569, км/с||    0.074, рад||    1.396, рад||    0.523, рад||    0.949, рад||  369.000, с
 9034.145, км||    7.568, км/с||    0.074, рад||    1.396, рад||    0.523, рад||    0.949, рад||  370.000, с
 9034.705, км||    7.568, км/с||    0.074, рад||    1.396, рад||    0.523, рад||    0.950, рад||  371.000, с
 9035.267, км||    7.568, км/с||    0.074, рад||    1.396, рад||    0.523, рад||    0.951, рад||  372.000, с
 9035.830, км||    7.567, км/с||    0.075, рад||    1.396, рад||    0.523, рад||    0.952, рад||  373.000, с
 9036.395, км||    7.567, км/с||    0.075, рад||    1.396, рад||    0.523, рад||    0.953, рад||  374.000, с
 9036.961, км||    7.567, км/с||    0.075, рад||    1.396, рад||    0.523, рад||    0.954, рад||  375.000, с
 9037.528, км||    7.566, км/с||    0.075, рад||    1.396, рад||    0.523, рад||    0.954, рад||  376.000, с
 9038.097, км||    7.566, км/с||    0.075, рад||    1.396, рад||    0.523, рад||    0.955, рад||  377.000, с
 9038.667, км||    7.565, км/с||    0.076, рад||    1.396, рад||    0.523, рад||    0.956, рад||  378.000, с
 9039.239, км||    7.565, км/с||    0.076, рад||    1.396, рад||    0.523, рад||    0.957, рад||  379.000, с
 9039.812, км||    7.565, км/с||    0.076, рад||    1.396, рад||    0.523, рад||    0.958, рад||  380.000, с
 9040.386, км||    7.564, км/с||    0.076, рад||    1.396, рад||    0.523, рад||    0.959, рад||  381.000, с
 9040.962, км||    7.564, км/с||    0.076, рад||    1.396, рад||    0.523, рад||    0.959, рад||  382.000, с
 9041.539, км||    7.564, км/с||    0.076, рад||    1.396, рад||    0.523, рад||    0.960, рад||  383.000, с
 9042.118, км||    7.563, км/с||    0.077, рад||    1.396, рад||    0.523, рад||    0.961, рад||  384.000, с
 9042.698, км||    7.563, км/с||    0.077, рад||    1.396, рад||    0.523, рад||    0.962, рад||  385.000, с
 9043.280, км||    7.562, км/с||    0.077, рад||    1.396, рад||    0.523, рад||    0.963, рад||  386.000, с
 9043.863, км||    7.562, км/с||    0.077, рад||    1.396, рад||    0.523, рад||    0.964, рад||  387.000, с
 9044.447, км||    7.562, км/с||    0.077, рад||    1.396, рад||    0.523, рад||    0.964, рад||  388.000, с
 9045.033, км||    7.561, км/с||    0.078, рад||    1.396, рад||    0.523, рад||    0.965, рад||  389.000, с
 9045.620, км||    7.561, км/с||    0.078, рад||    1.396, рад||    0.523, рад||    0.966, рад||  390.000, с
 9046.209, км||    7.561, км/с||    0.078, рад||    1.396, рад||    0.523, рад||    0.967, рад||  391.000, с
 9046.799, км||    7.560, км/с||    0.078, рад||    1.396, рад||    0.523, рад||    0.968, рад||  392.000, с
 9047.391, км||    7.560, км/с||    0.078, рад||    1.396, рад||    0.523, рад||    0.969, рад||  393.000, с
 9047.984, км||    7.559, км/с||    0.079, рад||    1.396, рад||    0.523, рад||    0.969, рад||  394.000, с
 9048.578, км||    7.559, км/с||    0.079, рад||    1.396, рад||    0.523, рад||    0.970, рад||  395.000, с
 9049.174, км||    7.559, км/с||    0.079, рад||    1.396, рад||    0.523, рад||    0.971, рад||  396.000, с
 9049.771, км||    7.558, км/с||    0.079, рад||    1.396, рад||    0.523, рад||    0.972, рад||  397.000, с
 9050.369, км||    7.558, км/с||    0.079, рад||    1.396, рад||    0.523, рад||    0.973, рад||  398.000, с
 9050.969, км||    7.557, км/с||    0.080, рад||    1.396, рад||    0.523, рад||    0.974, рад||  399.000, с
 9051.570, км||    7.557, км/с||    0.080, рад||    1.396, рад||    0.523, рад||    0.974, рад||  400.000, с
 9052.173, км||    7.557, км/с||    0.080, рад||    1.396, рад||    0.523, рад||    0.975, рад||  401.000, с
 9052.777, км||    7.556, км/с||    0.080, рад||    1.396, рад||    0.523, рад||    0.976, рад||  402.000, с
 9053.383, км||    7.556, км/с||    0.080, рад||    1.396, рад||    0.523, рад||    0.977, рад||  403.000, с
 9053.990, км||    7.556, км/с||    0.081, рад||    1.396, рад||    0.523, рад||    0.978, рад||  404.000, с
 9054.598, км||    7.555, км/с||    0.081, рад||    1.396, рад||    0.523, рад||    0.979, рад||  405.000, с
 9055.208, км||    7.555, км/с||    0.081, рад||    1.396, рад||    0.523, рад||    0.979, рад||  406.000, с
 9055.819, км||    7.554, км/с||    0.081, рад||    1.396, рад||    0.523, рад||    0.980, рад||  407.000, с
 9056.432, км||    7.554, км/с||    0.081, рад||    1.396, рад||    0.523, рад||    0.981, рад||  408.000, с
 9057.046, км||    7.554, км/с||    0.081, рад||    1.396, рад||    0.523, рад||    0.982, рад||  409.000, с
 9057.661, км||    7.553, км/с||    0.082, рад||    1.396, рад||    0.523, рад||    0.983, рад||  410.000, с
 9058.278, км||    7.553, км/с||    0.082, рад||    1.396, рад||    0.523, рад||    0.984, рад||  411.000, с
 9058.896, км||    7.552, км/с||    0.082, рад||    1.396, рад||    0.523, рад||    0.984, рад||  412.000, с
 9059.516, км||    7.552, км/с||    0.082, рад||    1.396, рад||    0.523, рад||    0.985, рад||  413.000, с
 9060.137, км||    7.552, км/с||    0.082, рад||    1.396, рад||    0.523, рад||    0.986, рад||  414.000, с
 9060.759, км||    7.551, км/с||    0.083, рад||    1.396, рад||    0.523, рад||    0.987, рад||  415.000, с
 9061.383, км||    7.551, км/с||    0.083, рад||    1.396, рад||    0.523, рад||    0.988, рад||  416.000, с
 9062.008, км||    7.550, км/с||    0.083, рад||    1.396, рад||    0.523, рад||    0.989, рад||  417.000, с
 9062.635, км||    7.550, км/с||    0.083, рад||    1.396, рад||    0.523, рад||    0.989, рад||  418.000, с
 9063.263, км||    7.549, км/с||    0.083, рад||    1.396, рад||    0.523, рад||    0.990, рад||  419.000, с
 9063.892, км||    7.549, км/с||    0.084, рад||    1.396, рад||    0.523, рад||    0.991, рад||  420.000, с
 9064.523, км||    7.549, км/с||    0.084, рад||    1.396, рад||    0.523, рад||    0.992, рад||  421.000, с
 9065.155, км||    7.548, км/с||    0.084, рад||    1.396, рад||    0.523, рад||    0.993, рад||  422.000, с
 9065.789, км||    7.548, км/с||    0.084, рад||    1.396, рад||    0.523, рад||    0.994, рад||  423.000, с
 9066.424, км||    7.547, км/с||    0.084, рад||    1.396, рад||    0.523, рад||    0.994, рад||  424.000, с
 9067.060, км||    7.547, км/с||    0.085, рад||    1.396, рад||    0.523, рад||    0.995, рад||  425.000, с
 9067.698, км||    7.547, км/с||    0.085, рад||    1.396, рад||    0.523, рад||    0.996, рад||  426.000, с
 9068.337, км||    7.546, км/с||    0.085, рад||    1.396, рад||    0.523, рад||    0.997, рад||  427.000, с
 9068.978, км||    7.546, км/с||    0.085, рад||    1.396, рад||    0.523, рад||    0.998, рад||  428.000, с
 9069.620, км||    7.545, км/с||    0.085, рад||    1.396, рад||    0.523, рад||    0.999, рад||  429.000, с
 9070.263, км||    7.545, км/с||    0.085, рад||    1.396, рад||    0.523, рад||    0.999, рад||  430.000, с
 9070.908, км||    7.545, км/с||    0.086, рад||    1.396, рад||    0.523, рад||    1.000, рад||  431.000, с
 9071.554, км||    7.544, км/с||    0.086, рад||    1.396, рад||    0.523, рад||    1.001, рад||  432.000, с
 9072.201, км||    7.544, км/с||    0.086, рад||    1.396, рад||    0.523, рад||    1.002, рад||  433.000, с
 9072.850, км||    7.543, км/с||    0.086, рад||    1.396, рад||    0.523, рад||    1.003, рад||  434.000, с
 9073.500, км||    7.543, км/с||    0.086, рад||    1.396, рад||    0.523, рад||    1.003, рад||  435.000, с
 9074.152, км||    7.542, км/с||    0.087, рад||    1.396, рад||    0.523, рад||    1.004, рад||  436.000, с
 9074.805, км||    7.542, км/с||    0.087, рад||    1.396, рад||    0.523, рад||    1.005, рад||  437.000, с
 9075.460, км||    7.542, км/с||    0.087, рад||    1.396, рад||    0.523, рад||    1.006, рад||  438.000, с
 9076.115, км||    7.541, км/с||    0.087, рад||    1.396, рад||    0.523, рад||    1.007, рад||  439.000, с
 9076.773, км||    7.541, км/с||    0.087, рад||    1.396, рад||    0.523, рад||    1.008, рад||  440.000, с
 9077.431, км||    7.540, км/с||    0.088, рад||    1.396, рад||    0.523, рад||    1.008, рад||  441.000, с
 9078.091, км||    7.540, км/с||    0.088, рад||    1.396, рад||    0.523, рад||    1.009, рад||  442.000, с
 9078.752, км||    7.539, км/с||    0.088, рад||    1.396, рад||    0.523, рад||    1.010, рад||  443.000, с
 9079.415, км||    7.539, км/с||    0.088, рад||    1.396, рад||    0.523, рад||    1.011, рад||  444.000, с
 9080.079, км||    7.539, км/с||    0.088, рад||    1.396, рад||    0.523, рад||    1.012, рад||  445.000, с
 9080.745, км||    7.538, км/с||    0.088, рад||    1.396, рад||    0.523, рад||    1.013, рад||  446.000, с
 9081.412, км||    7.538, км/с||    0.089, рад||    1.396, рад||    0.523, рад||    1.013, рад||  447.000, с
 9082.080, км||    7.537, км/с||    0.089, рад||    1.396, рад||    0.523, рад||    1.014, рад||  448.000, с
 9082.749, км||    7.537, км/с||    0.089, рад||    1.396, рад||    0.523, рад||    1.015, рад||  449.000, с
 9083.420, км||    7.536, км/с||    0.089, рад||    1.396, рад||    0.523, рад||    1.016, рад||  450.000, с
 9084.093, км||    7.536, км/с||    0.089, рад||    1.396, рад||    0.523, рад||    1.017, рад||  451.000, с
 9084.767, км||    7.536, км/с||    0.090, рад||    1.396, рад||    0.523, рад||    1.018, рад||  452.000, с
 9085.442, км||    7.535, км/с||    0.090, рад||    1.396, рад||    0.523, рад||    1.018, рад||  453.000, с
 9086.118, км||    7.535, км/с||    0.090, рад||    1.396, рад||    0.523, рад||    1.019, рад||  454.000, с
 9086.796, км||    7.534, км/с||    0.090, рад||    1.396, рад||    0.523, рад||    1.020, рад||  455.000, с
 9087.475, км||    7.534, км/с||    0.090, рад||    1.396, рад||    0.523, рад||    1.021, рад||  456.000, с
 9088.156, км||    7.533, км/с||    0.091, рад||    1.396, рад||    0.523, рад||    1.022, рад||  457.000, с
 9088.838, км||    7.533, км/с||    0.091, рад||    1.396, рад||    0.523, рад||    1.023, рад||  458.000, с
 9089.521, км||    7.533, км/с||    0.091, рад||    1.396, рад||    0.523, рад||    1.023, рад||  459.000, с
 9090.206, км||    7.532, км/с||    0.091, рад||    1.396, рад||    0.523, рад||    1.024, рад||  460.000, с
 9090.892, км||    7.532, км/с||    0.091, рад||    1.396, рад||    0.523, рад||    1.025, рад||  461.000, с
 9091.580, км||    7.531, км/с||    0.092, рад||    1.396, рад||    0.523, рад||    1.026, рад||  462.000, с
 9092.268, км||    7.531, км/с||    0.092, рад||    1.396, рад||    0.523, рад||    1.027, рад||  463.000, с
 9092.959, км||    7.530, км/с||    0.092, рад||    1.396, рад||    0.523, рад||    1.027, рад||  464.000, с
 9093.650, км||    7.530, км/с||    0.092, рад||    1.396, рад||    0.523, рад||    1.028, рад||  465.000, с
 9094.343, км||    7.529, км/с||    0.092, рад||    1.396, рад||    0.523, рад||    1.029, рад||  466.000, с
 9095.037, км||    7.529, км/с||    0.092, рад||    1.396, рад||    0.523, рад||    1.030, рад||  467.000, с
 9095.733, км||    7.529, км/с||    0.093, рад||    1.396, рад||    0.523, рад||    1.031, рад||  468.000, с
 9096.430, км||    7.528, км/с||    0.093, рад||    1.396, рад||    0.523, рад||    1.032, рад||  469.000, с
 9097.129, км||    7.528, км/с||    0.093, рад||    1.396, рад||    0.523, рад||    1.032, рад||  470.000, с
 9097.828, км||    7.527, км/с||    0.093, рад||    1.396, рад||    0.523, рад||    1.033, рад||  471.000, с
 9098.529, км||    7.527, км/с||    0.093, рад||    1.396, рад||    0.523, рад||    1.034, рад||  472.000, с
 9099.232, км||    7.526, км/с||    0.094, рад||    1.396, рад||    0.523, рад||    1.035, рад||  473.000, с
 9099.936, км||    7.526, км/с||    0.094, рад||    1.396, рад||    0.523, рад||    1.036, рад||  474.000, с
 9100.641, км||    7.525, км/с||    0.094, рад||    1.396, рад||    0.523, рад||    1.037, рад||  475.000, с
 9101.348, км||    7.525, км/с||    0.094, рад||    1.396, рад||    0.523, рад||    1.037, рад||  476.000, с
 9102.055, км||    7.524, км/с||    0.094, рад||    1.396, рад||    0.523, рад||    1.038, рад||  477.000, с
 9102.765, км||    7.524, км/с||    0.095, рад||    1.396, рад||    0.523, рад||    1.039, рад||  478.000, с
 9103.475, км||    7.524, км/с||    0.095, рад||    1.396, рад||    0.523, рад||    1.040, рад||  479.000, с
 9104.187, км||    7.523, км/с||    0.095, рад||    1.396, рад||    0.523, рад||    1.041, рад||  480.000, с
 9104.901, км||    7.523, км/с||    0.095, рад||    1.396, рад||    0.523, рад||    1.041, рад||  481.000, с
 9105.615, км||    7.522, км/с||    0.095, рад||    1.396, рад||    0.523, рад||    1.042, рад||  482.000, с
 9106.332, км||    7.522, км/с||    0.095, рад||    1.396, рад||    0.523, рад||    1.043, рад||  483.000, с
 9107.049, км||    7.521, км/с||    0.096, рад||    1.396, рад||    0.523, рад||    1.044, рад||  484.000, с
 9107.768, км||    7.521, км/с||    0.096, рад||    1.396, рад||    0.523, рад||    1.045, рад||  485.000, с
 9108.488, км||    7.520, км/с||    0.096, рад||    1.396, рад||    0.523, рад||    1.046, рад||  486.000, с
 9109.209, км||    7.520, км/с||    0.096, рад||    1.396, рад||    0.523, рад||    1.046, рад||  487.000, с
 9109.932, км||    7.519, км/с||    0.096, рад||    1.396, рад||    0.523, рад||    1.047, рад||  488.000, с
 9110.656, км||    7.519, км/с||    0.097, рад||    1.396, рад||    0.523, рад||    1.048, рад||  489.000, с
 9111.382, км||    7.518, км/с||    0.097, рад||    1.396, рад||    0.523, рад||    1.049, рад||  490.000, с
 9112.109, км||    7.518, км/с||    0.097, рад||    1.396, рад||    0.523, рад||    1.050, рад||  491.000, с
 9112.837, км||    7.518, км/с||    0.097, рад||    1.396, рад||    0.523, рад||    1.051, рад||  492.000, с
 9113.567, км||    7.517, км/с||    0.097, рад||    1.396, рад||    0.523, рад||    1.051, рад||  493.000, с
